plant_id,contour_id,plate,substrate,plate_replicate,date,image_name,area_mm2,convex_hull_area_mm2,solidity,perimeter_mm,width_mm,height_mm,longest_path_mm,ellipse_major_axis_mm,ellipse_minor_axis_mm,ellipse_eccentricity,convex_hull_vertices,area_px,day
P3-A12,plant22,P3,A12,,2021-05-02,GLDS-476_image-analysis_210502-P3.tiff,3.85421841,13.010462865000001,0.296239915,33.15729249646932,4.4331384,4.5784872,38.2630716,4.75360837246548,3.551130162131376,0.664780375,20,2919,0
P3-A17,plant29,P3,A17,,2021-05-02,GLDS-476_image-analysis_210502-P3.tiff,1.77460416,2.80054719,0.633663366,11.31761869062492,2.6889528,2.0712204,17.8415652,2.719026523769148,1.363430256339672,0.865192081,21,1344,0
P3-JSC1A-1,plant9,P3,JSC1A,1.0,2021-05-02,GLDS-476_image-analysis_210502-P3.tiff,3.12404274,4.074063345,0.76681251,13.500920657135518,2.543604,2.7979644,22.2383664,3.136475170535988,1.721918003592948,0.835823787,20,2366,0
P3-JSC1A-2,plant18,P3,JSC1A,2.0,2021-05-02,GLDS-476_image-analysis_210502-P3.tiff,2.1720415500000003,3.4501790700000003,0.629544585,11.094504739747919,3.1249992,1.8531972,21.1845876,2.779345299751956,1.4388886083886079,0.855557528,16,1645,0
P3-JSC1A-3,plant25,P3,JSC1A,3.0,2021-05-02,GLDS-476_image-analysis_210502-P3.tiff,0.6086997900000001,0.73413684,0.829136691,5.71503637852008,1.3808136,0.9811044,10.0654044,1.6013062335974761,0.544760704654596,0.940353934,17,461,0
P3-JSC1A-4,plant34,P3,JSC1A,4.0,2021-05-02,GLDS-476_image-analysis_210502-P3.tiff,2.5219449000000003,3.9671117550000004,0.635713097,12.083356343433241,2.5799412,2.4345924,21.620634,2.7593267383796163,1.6834814730984,0.792319893,18,1910,0
P4-A11,plant13,P4,A11,,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,3.17457465,3.9521420249999997,0.803254192,10.898189598859362,2.6083008000000003,2.3547160000000003,18.258105600000004,2.4256293326867286,1.9079909410336322,0.617467681,22,2419,0
P4-A12,plant22,P4,A12,,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,4.698213,7.8754123499999995,0.596567239,25.695125675278085,3.4415080000000007,2.8981120000000002,28.437724000000003,3.4419869760419366,2.649695885302984,0.638266141,17,3580,0
P4-A17,plant29,P4,A17,,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,3.9081783,5.178533099999999,0.754688292,12.827420488295843,2.7894328000000006,2.7894328000000006,18.185652800000003,2.656513486205712,2.2562698349513286,0.52785423,18,2978,0
P4-JSC1A-1,plant9,P4,JSC1A,1.0,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,0.8110322999999999,0.9501413999999999,0.85359116,4.8888728610820005,1.4852824000000002,1.2316976000000002,11.012825600000001,1.8116197401317122,0.6369547020285121,0.936152568,16,618,0
P4-JSC1A-2,plant18,P4,JSC1A,2.0,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,2.7821819999999997,3.6982022999999997,0.7523066,10.822095853659441,2.8256592000000005,2.0649048000000003,19.743388000000003,2.7368134232832406,1.6581109504786402,0.795575406,22,2120,0
P4-JSC1A-3,plant25,P4,JSC1A,3.0,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,3.3359936999999995,4.687714199999999,0.711646137,12.032572521218482,3.1154704000000004,2.5720744000000004,19.779614400000003,3.0900094916653207,2.065783291286792,0.743679576,19,2542,0
P4-JSC1A-4,plant34,P4,JSC1A,4.0,2021-05-02,GLDS-476_image-analysis_210502-P4.tiff,5.55255285,6.870808424999999,0.808136759,13.053568883727683,3.4052816000000004,3.3690552000000005,23.402254400000004,3.415099918384505,2.5644215617698167,0.660408253,24,4231,0
P1-A11,plant13,P1,A11,,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,4.239439776,6.838031892,0.619979527,14.873231907125582,3.1452290000000005,3.3684388000000003,21.4281408,3.3007107069515005,2.9593362219776402,0.442891007,29,10296,2
P1-A12,plant22,P1,A12,,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,3.310106484,4.36667238,0.758038661,10.733209887524222,2.8408520000000004,2.6988094000000005,20.717927800000002,3.2653972891891403,1.7106079360408422,0.851804961,34,8039,2
P1-A17,plant29,P1,A17,,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,4.717488492,6.593448828,0.715481172,17.809672020645003,2.4755996000000002,4.5656550000000005,31.736375200000005,4.21014876980262,1.8753865417912263,0.895309681,34,11457,2
P1-JSC1A-1,plant9,P1,JSC1A,1.0,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,5.825935644,7.6551616739999995,0.761046715,16.58927983753528,3.2466880000000002,5.580245000000001,41.0300196,6.55598284044778,1.365401491143778,0.978071795,39,14149,2
P1-JSC1A-2,plant18,P1,JSC1A,2.0,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,7.401725856,12.537558444,0.590364216,26.156369785282603,3.7742748000000006,5.417910600000001,35.7744434,5.0599697616678005,3.2344137154189805,0.769027232,35,17976,2
P1-JSC1A-3,plant25,P1,JSC1A,3.0,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,7.782600156,12.255505584,0.635028894,29.170207026433804,4.3424452,4.3424452,30.457991800000002,4.4165813602921205,3.4848441777971404,0.61434624,36,18901,2
P1-JSC1A-4,plant34,P1,JSC1A,4.0,2021-05-04,GLDS-476_image-analysis_210504-P1.tiff,3.788978712,4.796339766,0.789972958,11.719102947995742,2.6379340000000004,3.2263962000000004,26.785176000000003,4.08905407268874,1.4198226892753503,0.93778177,32,9202,2
P2-A11,plant13,P2,A11,,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,6.9593949749999995,12.772116787,0.544889707,27.006680905375603,5.63497,3.4629452,37.9694524,5.1074260121953206,3.0975988894606803,0.795091699,35,16575,2
P2-A12,plant22,P2,A12,,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,6.896833898,10.838181748999999,0.636346027,19.65925033351752,4.8973012,2.971166,33.2360776,4.676440104052641,2.73598642069368,0.810991804,36,16426,2
P2-A17,plant29,P2,A17,,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,4.847853658,7.953654239,0.609512749,21.1316886205568,3.688344,3.278528,25.6544816,3.5304498415322403,3.15617851306516,0.448091624,34,11546,2
P2-JSC1A-1,plant9,P2,JSC1A,1.0,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,5.711112546,13.404655461499999,0.426054408,26.444694835495202,4.1801232,4.815338,41.4323976,5.25360649624184,3.3694390405808,0.767242318,39,13602,2
P2-JSC1A-2,plant18,P2,JSC1A,2.0,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,6.280460334,12.0081578635,0.523016137,29.59178113595,3.4014728,5.63497,38.727612,4.81910467213208,2.8653858718716,0.804029917,33,14958,2
P2-JSC1A-3,plant25,P2,JSC1A,3.0,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,6.052889167999999,8.044766679999999,0.752400835,16.87491432931568,4.9382828,2.151534,34.6499428,4.9973195405672,1.903919428311208,0.924579929,38,14416,2
P2-JSC1A-4,plant34,P2,JSC1A,4.0,2021-05-04,GLDS-476_image-analysis_210504-P2.tiff,12.023063355,16.0511149805,0.749048485,22.204728069677998,5.1841724,4.8563196,32.6623352,5.04598425413764,3.96555166905128,0.618375614,39,28635,2
P3-A11,plant13,P3,A11,,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,2.005575056,2.4798948160000003,0.80873392,10.79195853126594,2.0897556,2.2126824000000003,17.6809714,2.898304987976,1.06141112577081,0.930529129,35,4778,2
P3-A12,plant22,P3,A12,,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,7.394770984,16.31471086,0.453257863,43.6848192710452,4.8556086,5.224389,40.7297464,5.13249151397792,3.78366268127406,0.675676735,29,17617,2
P3-A17,plant29,P3,A17,,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,4.600901672,8.58182964,0.536121301,27.0924699923372,4.5278038,3.6673162,32.5960898,4.63776660240374,2.61321848434156,0.826140035,30,10961,2
P3-JSC1A-1,plant9,P3,JSC1A,1.0,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,8.93861884,12.460338120000001,0.717365673,19.5173255408215,4.507316,4.8556086,36.4887718,5.15478406379212,3.1926817500814,0.785104872,38,21295,2
P3-JSC1A-2,plant18,P3,JSC1A,2.0,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,6.904080896,9.959665580000001,0.693204088,20.5077702371964,4.6917062000000005,3.4214626,31.858529,4.32418596769996,2.70174484219068,0.780786048,37,16448,2
P3-JSC1A-3,plant25,P3,JSC1A,3.0,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,3.721940984,5.149097784,0.722833619,16.4545560393208,2.458536,3.2370724,21.0819462,3.03302565355818,2.3328573708991,0.639066031,31,8867,2
P3-JSC1A-4,plant34,P3,JSC1A,4.0,2021-05-04,GLDS-476_image-analysis_210504-P3.tiff,7.609684008,11.296995452,0.673602467,27.3940132639558,4.302438,4.09756,37.5541374,4.58907431350934,2.8803806645363803,0.778487187,36,18129,2
P4-A11,plant13,P4,A11,,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,4.716512376,6.394871226,0.737546107,18.51307430722871,3.870679,2.3907135,27.2313652,3.4207602325234503,2.08685995942213,0.792357253,28,9098,2
P4-A12,plant22,P4,A12,,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,9.275945916,12.663768336,0.732479122,25.613427024637602,4.2805156,3.642992,29.6903848,3.9546430985600796,3.3602923371888997,0.52725337,29,17893,2
P4-A17,plant29,P4,A17,,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,7.718117856,12.339242424,0.625493656,34.4371323831934,3.6202232999999997,5.5327941,36.6348383,4.64163275577776,2.85384510346745,0.788654623,30,14888,2
P4-JSC1A-1,plant9,P4,JSC1A,1.0,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,2.285160096,2.882889132,0.79266319,8.15554127688846,2.2768699999999997,2.2541013,18.6020279,3.0220623537878497,1.183649036190356,0.92010606,32,4408,2
P4-JSC1A-2,plant18,P4,JSC1A,2.0,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,6.6097529999999995,9.41695398,0.701899257,16.435305022229112,4.0983659999999995,3.642992,28.5747185,4.05016074132986,3.05511754944186,0.656506836,35,12750,2
P4-JSC1A-3,plant25,P4,JSC1A,3.0,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,7.982507976,11.344669002,0.703635159,23.8063636254249,4.7131209,4.1894408,31.830642599999997,4.6791787359762695,3.12986347796689,0.743359934,37,15398,2
P4-JSC1A-4,plant34,P4,JSC1A,4.0,2021-05-04,GLDS-476_image-analysis_210504-P4.tiff,11.556440304,15.829192008,0.730071396,20.47306287170256,5.0318827,5.077420099999999,33.6066012,4.46420393606844,4.38895215988925,0.182836716,39,22292,2
P1-A11,plant13,P1,A11,,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,2.14184064,3.2853433599999997,0.65193814,11.855625441087021,1.9616796,3.0151742,23.3221908,3.414547777796736,1.1646940486713842,0.940027887,22,1623,4
P1-A12,plant22,P1,A12,,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,2.16691456,3.39025792,0.639159206,12.35282609732334,1.9616796,3.0151742,20.4523262,3.2314906300219883,1.3041733934069542,0.914943214,21,1642,4
P1-A17,plant29,P1,A17,,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,2.27908736,3.58491072,0.635744524,12.70822379025604,2.361281,2.9788468000000003,23.358518200000002,3.4960053316480164,1.276448917859588,0.930961872,23,1727,4
P1-JSC1A-1,plant9,P1,JSC1A,1.0,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,8.894643199999999,11.49309312,0.773912045,19.99305437180336,3.4874304,6.0666758000000005,43.193278600000006,7.092239718868741,1.9448501294777343,0.961666336,33,6740,4
P1-JSC1A-2,plant18,P1,JSC1A,2.0,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,7.61851264,10.4353696,0.730066393,19.19233925850862,3.9233592,5.0858360000000005,38.543371400000005,6.224360419628501,2.015807348259364,0.946105786,27,5773,4
P1-JSC1A-3,plant25,P1,JSC1A,3.0,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,9.897599999999999,13.646810879999999,0.725268349,23.862900092995723,6.2846402,3.087829,44.900666400000006,6.66426973272692,2.3277440071310758,0.937015722,29,7500,4
P1-JSC1A-4,plant34,P1,JSC1A,4.0,2021-05-06,GLDS-476_image-analysis_210506-P1.tiff,8.06588416,11.05759872,0.729442654,22.119184892995722,3.7417222000000003,5.1584908,36.944965800000006,5.82360327792846,2.133715359361774,0.930461012,32,6112,4
P2-A11,plant13,P2,A11,,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,3.9165669000000003,4.8309637500000004,0.810721649,11.11433291726637,2.9518911,3.0612204,25.7652717,4.03072163389914,1.472383734058884,0.930893634,26,2949,4
P2-A12,plant22,P2,A12,,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,3.479622,7.7667288,0.448016416,23.30347427103573,3.4620945,3.4620945,25.7288286,3.85065231543417,2.843642258833473,0.674271815,17,2620,4
P2-A17,plant29,P2,A17,,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,4.8024096,6.21617205,0.772567033,13.09262002645785,2.0408136,4.3002858,30.9401919,4.9209790341638096,1.5511066635059008,0.949024319,23,3616,4
P2-JSC1A-1,plant9,P2,JSC1A,1.0,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,8.552964,11.26959255,0.758941724,18.34864054449252,6.0131115,2.3688015,41.909565,6.801718474845329,2.052355546314633,0.953390019,32,6440,4
P2-JSC1A-2,plant18,P2,JSC1A,2.0,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,6.1424625,7.5210303000000005,0.816704927,14.164565150459701,4.5918306,2.4416877,32.6530176,5.32104404267916,1.720639841163792,0.946274286,25,4625,4
P2-JSC1A-3,plant25,P2,JSC1A,3.0,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,8.1266439,10.89905265,0.745628465,19.525179450039687,6.195327,3.0976635,44.825013,6.54333647310537,1.947180423709251,0.954696202,27,6119,4
P2-JSC1A-4,plant34,P2,JSC1A,4.0,2021-05-06,GLDS-476_image-analysis_210506-P2.tiff,10.6659711,13.842122250000001,0.770544495,22.978875710530886,6.3410994,2.6967894,44.6792406,6.897250934677349,2.330245027094607,0.941199509,34,8031,4
P3-A11,plant13,P3,A11,,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,0.3537061,0.39174619,0.902896082,2.843836983451088,0.730682,0.8402843,5.2974445,0.790088656547709,0.580602711693309,0.67822135,15,265,4
P3-A12,plant22,P3,A12,,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,0.44713790000000003,0.44313368000000003,1.009036145,2.9685722023428016,1.0229548,0.6941479,6.941479,1.064826638324231,0.5332824085905901,0.865553669,16,335,4
P3-A17,plant29,P3,A17,,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,1.1812449,2.36449191,0.49957663,10.234425156213598,2.4477847,1.7901709,15.5269925,2.341718965180016,1.3416680789457551,0.819596234,16,885,4
P3-JSC1A-1,plant9,P3,JSC1A,1.0,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,22.33153494,37.49551608,0.595578812,55.131954949928996,6.6492062,8.6951158,63.8250727,8.270944841162269,5.29263078159764,0.768452836,28,16731,4
P3-JSC1A-2,plant18,P3,JSC1A,2.0,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,9.8570549,13.44683813,0.73303886,30.915284600924192,4.018751,6.2838652,45.9233637,7.46798345622219,2.154817993955742,0.957467598,33,7385,4
P3-JSC1A-3,plant25,P3,JSC1A,3.0,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,9.28845566,12.64399202,0.734614167,22.22883289196647,4.4571602,5.6627855,45.302284,6.81258335598326,2.164320282835571,0.948193125,34,6959,4
P3-JSC1A-4,plant34,P3,JSC1A,4.0,2021-05-06,GLDS-476_image-analysis_210506-P3.tiff,5.68465766,8.67247315,0.655482878,23.95623593574545,2.9592621,4.6398307,33.5748379,4.43627752033778,2.181111580610968,0.870790899,26,4259,4
P4-A11,plant13,P4,A11,,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,0.24950267999999998,0.24686244,1.010695187,2.2116161373604823,0.5450010000000001,0.7993348,4.7596754,0.7192155669458361,0.45093439093103405,0.779034664,10,189,4
P4-A12,plant22,P4,A12,,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,5.772884759999999,12.14048358,0.475506986,25.21593391325042,3.9603406000000003,4.6143418,29.2847204,4.25811470024016,3.97139235917842,0.360745001,20,4373,4
P4-A17,plant29,P4,A17,,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,4.229664479999999,17.26782966,0.244944765,31.965317050816942,3.088339,8.1386816,47.23342,7.744610350201481,4.03292091197464,0.853715912,24,3204,4
P4-JSC1A-1,plant9,P4,JSC1A,1.0,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,7.27518132,9.47978172,0.76744186,17.4411774286017,3.5606732,4.723342000000001,35.715732200000005,5.6236215146193205,1.982398587091926,0.93580699,30,5511,4
P4-JSC1A-2,plant18,P4,JSC1A,2.0,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,11.26194372,15.70678776,0.717011262,32.18731211194658,3.2336726000000002,6.503678600000001,46.3977518,6.68407712470586,2.6433374561649043,0.91847983,30,8531,4
P4-JSC1A-3,plant25,P4,JSC1A,3.0,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,9.861296399999999,13.41373932,0.735163862,24.027667782416263,6.721679,2.9066720000000004,47.669420800000005,7.5670160009742204,2.1297018446859703,0.959577244,37,7470,4
P4-JSC1A-4,plant34,P4,JSC1A,4.0,2021-05-06,GLDS-476_image-analysis_210506-P4.tiff,11.05072452,14.69359566,0.752077625,22.986023841046478,2.9066720000000004,6.6126788,46.1797514,6.68128958265778,2.5604987346108623,0.923651201,33,8371,4
P1-A11,plant13,P1,A11,,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,0.6611715,0.71393165,0.926099158,4.09785079442688,0.9502272,1.0598688,7.7480064,1.00576320677568,0.834991442894592,0.557455546,17,495,6
P1-A12,plant22,P1,A12,,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,3.4875127,4.8659551,0.716716991,16.80749624027808,1.8639072,3.6181728,24.9251904,3.8851869136492803,1.525816880113824,0.919655201,23,2611,6
P1-A17,plant29,P1,A17,,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,2.2519902,4.1246416,0.545984456,14.64217695416448,2.6679456000000004,3.1065120000000004,24.5231712,3.548562139772352,1.447054780905216,0.913077428,18,1686,6
P1-JSC1A-1,plant9,P1,JSC1A,1.0,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,21.405928199999998,32.97642945,0.649128137,39.88765592654401,5.920646400000001,8.150025600000001,58.804444800000006,7.30852041031776,5.20578325571328,0.701885668,33,16026,6
P1-JSC1A-2,plant18,P1,JSC1A,2.0,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,18.5568801,27.1855021,0.682602073,36.6433773556896,4.8973248,7.090156800000001,51.787382400000006,6.64030101012192,4.643381821668481,0.714854925,34,13893,6
P1-JSC1A-3,plant25,P1,JSC1A,3.0,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,24.1668201,39.45858155,0.612460437,43.1356076737344,8.405856,7.2728928,60.0835968,7.28660580648192,6.223996635295681,0.519994634,35,18093,6
P1-JSC1A-4,plant34,P1,JSC1A,4.0,2021-05-08,GLDS-476_image-analysis_210508-P1.tiff,21.9281869,33.71373585,0.650422931,40.0479072119712,6.2495712,6.6881376,52.956892800000006,6.49459849254624,6.13535227882848,0.327977932,37,16417,6
P2-A11,plant13,P2,A11,,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,3.82360545,5.03258805,0.759769211,12.359033550442259,1.7074959,3.6692997,24.9585039,3.9603619287995397,1.4846111727484619,0.927078379,23,2897,6
P2-A12,plant22,P2,A12,,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,5.80865985,9.456065325,0.614278735,24.33383802126849,3.8872779,3.5239808999999997,27.4652532,4.07970512771943,3.0150031112324966,0.673678262,22,4401,6
P2-A17,plant29,P2,A17,,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,7.5970566,10.2737124,0.73946557,21.34261337114874,2.4704196,5.4131253,39.1270869,5.81713411384479,1.996037097204579,0.93928768,27,5756,6
P2-JSC1A-1,plant9,P2,JSC1A,1.0,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,17.73746415,25.9720083,0.682945421,35.25393950584143,8.3195013,4.5412125,58.1638497,7.75423897475238,3.78190009570098,0.872999924,30,13439,6
P2-JSC1A-2,plant18,P2,JSC1A,2.0,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,13.33444455,17.744723325,0.751459705,27.16871766575241,6.3576975,4.0689264,45.085157699999996,5.85636803912655,3.452559911536461,0.807739595,27,10103,6
P2-JSC1A-3,plant25,P2,JSC1A,3.0,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,15.57818955,22.25399085,0.700017793,32.61905857275285,7.1932806,4.5775422,53.404659,7.142761827049199,3.439671338669313,0.876412898,34,11803,6
P2-JSC1A-4,plant34,P2,JSC1A,4.0,2021-05-08,GLDS-476_image-analysis_210508-P2.tiff,21.6270621,34.4190483,0.628345732,41.188589932413,7.8472152,6.9389727,54.8215173,6.78516850639089,5.81292273869109,0.515798135,29,16386,6
P3-A12,plant22,P3,A12,,2021-05-08,GLDS-476_image-analysis_210508-P3.tiff,0.60594105,0.5965362,1.015765766,3.219745209998592,1.099632,0.8063967999999999,7.037644799999999,1.1131861886569598,0.6590714035359999,0.80589495,16,451,6
P3-A17,plant29,P3,A17,,2021-05-08,GLDS-476_image-analysis_210508-P3.tiff,2.2544769,3.27691845,0.68798688,12.7048978334296,2.8590432,1.9793375999999998,21.259552,3.2332518714608796,1.2201121702512798,0.926065102,21,1678,6
P3-JSC1A-1,plant9,P3,JSC1A,1.0,2021-05-08,GLDS-476_image-analysis_210508-P3.tiff,37.67717265,62.541580725,0.602433968,56.9128288099632,9.896688,9.6034528,72.02589599999999,9.298047752729598,7.886965214627519,0.529613893,37,28043,6
P3-JSC1A-2,plant18,P3,JSC1A,2.0,2021-05-08,GLDS-476_image-analysis_210508-P3.tiff,16.4208681,22.890733125,0.717358767,34.46939279852336,4.765072,7.294225599999999,52.709027199999994,7.334290061464319,3.473639766636512,0.880731255,29,12222,6
P3-JSC1A-3,plant25,P3,JSC1A,3.0,2021-05-08,GLDS-476_image-analysis_210508-P3.tiff,16.0634838,23.057333325,0.696675699,32.417378499985915,4.948344,7.000990399999999,51.5727408,6.9798387255646395,3.6852051631083196,0.849257703,27,11956,6
P3-JSC1A-4,plant34,P3,JSC1A,4.0,2021-05-08,GLDS-476_image-analysis_210508-P3.tiff,10.3910157,15.08403585,0.688875033,27.313076141939835,4.2519104,5.2049248,38.04726719999999,4.675937475862559,3.69198809648272,0.613658264,30,7734,6
P4-A11,plant13,P4,A11,,2021-05-08,GLDS-476_image-analysis_210508-P4.tiff,0.7939115800000001,7.978020105,0.099512356,23.33301226993699,4.7935932,6.5367180000000005,55.4168426,7.272934396345531,2.173425709321758,0.954304005,20,602,6
