published_degs_any_apollo_vs_jsc1a,growth_correlated_robust,overlap,growth_only,contrasts_used
8458,299,217,82,(Apollo 11 regolith)v(JSC-1A lunar simulant); (Apollo 12 regolith)v(JSC-1A lunar simulant); (Apollo 17 regolith)v(JSC-1A lunar simulant)
