gene,covariate,primary,within_lunar,SYMBOL,GENENAME
AT1G51440,leaf_final,0.8517360027523796,0.904052565644815,DALL2,"Encodes a lipase that hydrolyzes phosphatidylcholine, glycolipids as well as triacylglycerols."
AT1G51440,leaf_rate_per_day,0.8470588235294118,0.8531468531468531,DALL2,"Encodes a lipase that hydrolyzes phosphatidylcholine, glycolipids as well as triacylglycerols."
AT1G51600,leaf_rate_per_day,-0.7970588235294118,-0.8531468531468531,GATA28|TIFY2A|ZML2,member of a novel family of plant-specific GATA-type transcription factors.
AT1G52940,leaf_rate_per_day,-0.7441176470588236,-0.972027972027972,ATPAP5|PAP5,
AT1G53170,leaf_rate_per_day,0.8911764705882353,0.8811188811188811,ATERF-8|ATERF8|ERF8,"encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ATERF-8). The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and leafy petiole."
AT1G53380,leaf_rate_per_day,-0.8852941176470588,-0.8811188811188811,,
AT1G53790,leaf_rate_per_day,-0.7058823529411765,-0.8531468531468531,,
AT1G54010,leaf_auc,-0.9492276300497322,-0.9281975705483088,GLL23,
AT1G54010,leaf_final,-0.944707186151407,-0.9113728293342468,GLL23,
AT1G54010,leaf_rate_per_day,-0.9029411764705882,-0.8391608391608392,GLL23,
AT1G54730,leaf_rate_per_day,-0.8205882352941176,-0.8461538461538461,,
AT1G55000,leaf_rate_per_day,-0.9117647058823528,-0.8671328671328671,,
AT1G58400,leaf_rate_per_day,-0.8588235294117647,-0.8461538461538461,,
AT1G59670,leaf_auc,-0.7961738726463645,-0.9141870411815418,ATGSTU15|GSTU15,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G59670,leaf_final,-0.7677620306500323,-0.8747715108870882,ATGSTU15|GSTU15,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G59670,leaf_rate_per_day,-0.7735294117647059,-0.8671328671328671,ATGSTU15|GSTU15,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G60060,leaf_rate_per_day,-0.7852941176470588,-0.8531468531468531,,
AT1G63090,leaf_rate_per_day,-0.8647058823529412,-0.951048951048951,AtPP2-A11|PP2-A11,
AT1G63130,leaf_rate_per_day,0.75,0.8601398601398601,RPF6,Transacting siRNA generating locus. Its derived siR9as targets AT1G62930 for cleavage. Itself is targeted by TAS2-derived ta-siR2140 for cleavage.
AT1G64360,leaf_rate_per_day,0.9176470588235294,0.8321678321678322,SAQR,
AT1G64370,leaf_rate_per_day,0.85,0.8811188811188811,PARCL,
AT1G66110,leaf_rate_per_day,-0.7794117647058824,-0.8601398601398601,,
AT1G66350,leaf_rate_per_day,0.9470588235294116,0.8811188811188811,RGL|RGL1,"Negative regulator of GA responses, member of  GRAS family of transcription factors.  Also belongs to the DELLA proteins that restrain the cell proliferation and expansion that drives plant growth. RGL1 may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Rapidly degraded in response to GA. Involved in flower and fruit development."
AT1G66890,leaf_rate_per_day,0.711764705882353,0.951048951048951,,
AT1G67260,leaf_final,0.9132515299544464,0.8994712242629881,TCP1,"Encodes protein with TCP (TB1,CYC,PCF) domain which is likely to be involved in DNA binding and protein-protein interactions. Based on genome analysis, there is a 9-member gene family that possesses this domain in Arabidopsis. Orthologue of Antirrhinum gene CYCLOIDEA."
AT1G67750,leaf_rate_per_day,0.8911764705882353,0.8391608391608392,,
AT1G67860,leaf_rate_per_day,0.9352941176470588,0.8741258741258742,,
AT1G67865,leaf_rate_per_day,0.9323529411764706,0.8671328671328671,,
AT1G68390,leaf_final,0.8487369323201529,0.9186930930236784,,
AT1G69210,leaf_rate_per_day,-0.7911764705882353,-0.8951048951048951,,
AT1G69340,leaf_rate_per_day,-0.7323529411764705,-0.8811188811188811,,
AT1G69440,leaf_final,0.8817267070746465,0.9113728293342468,AGO7|ZIP,"Encodes ARGONAUTE7, a member of the ARGONAUTE family, characterised by the presence of PAZ and PIWI domains. Involved in the regulation of developmental timing. Required for the accumulation of TAS3 ta-siRNAs but not for accumulation of miR171, miR173, miR390 or mi391.   Localized in mature rosette leaves and floral buds."
AT1G69440,leaf_rate_per_day,0.8705882352941177,0.8461538461538461,AGO7|ZIP,"Encodes ARGONAUTE7, a member of the ARGONAUTE family, characterised by the presence of PAZ and PIWI domains. Involved in the regulation of developmental timing. Required for the accumulation of TAS3 ta-siRNAs but not for accumulation of miR171, miR173, miR390 or mi391.   Localized in mature rosette leaves and floral buds."
AT1G69760,leaf_rate_per_day,-0.8441176470588235,-0.8881118881118881,,
AT1G70250,leaf_rate_per_day,-0.7352941176470589,-0.8741258741258742,LTPG32,Encodes a Protease inhibitor/seed storage/LTP family protein
AT1G70780,leaf_rate_per_day,-0.8411764705882353,-0.916083916083916,,
AT1G71960,leaf_rate_per_day,0.8529411764705882,0.8951048951048951,ABCG25|ATABCG25,Encodes a plasma membrane localized ABC transporter involved in abscisic acid transport and responses.
AT1G72070,leaf_rate_per_day,-0.6735294117647059,-0.8951048951048951,,
AT1G72650,leaf_rate_per_day,-0.7823529411764706,-0.902097902097902,TRFL6,Arabidopsis thaliana myb family transcription factor (At1g72650)
AT1G72740,leaf_rate_per_day,-0.8470588235294118,-0.8601398601398601,,
AT1G73600,leaf_rate_per_day,0.8941176470588236,0.9090909090909092,AtPMT3|DEG26|NMT|NMT3,
AT1G75520,leaf_rate_per_day,-0.7176470588235294,-0.8321678321678322,SRS5,"A member of SHI gene family. Arabidopsis thaliana has ten members that encode proteins with a RING finger-like zinc finger motif. Despite being highly divergent in sequence, many of the SHI-related genes are partially redundant in function and synergistically promote gynoecium, stamen and leaf development in Arabidopsis."
AT1G76090,leaf_rate_per_day,-0.7176470588235294,-0.8601398601398601,SMT3,"Encodes S-adenosyl-methionine-sterol-C-methyltransferase, an enzyme in the sterol biosynthetic pathway."
AT1G76130,leaf_final,0.7932541293239592,0.8820917745765199,AMY2|ATAMY2,"alpha-amylase, putative / 1,4-alpha-D-glucan glucanohydrolase, putative, strong similarity to alpha-amylase GI:7532799 from (Malus x domestica);contains Pfam profile PF00128: Alpha amylase, catalytic domain. Predicted to be secreted based on SignalP analysis."
AT1G76130,leaf_rate_per_day,0.7911764705882353,0.8671328671328671,AMY2|ATAMY2,"alpha-amylase, putative / 1,4-alpha-D-glucan glucanohydrolase, putative, strong similarity to alpha-amylase GI:7532799 from (Malus x domestica);contains Pfam profile PF00128: Alpha amylase, catalytic domain. Predicted to be secreted based on SignalP analysis."
AT1G76430,leaf_rate_per_day,-0.7323529411764705,-0.8951048951048951,PHT1;9,"Encodes Pht1;9, a member of the Pht1 family of phosphate transporters which include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341)."
AT1G79870,leaf_final,0.809749016701206,0.900392433800099,HPPR2,
AT1G79870,leaf_rate_per_day,0.8441176470588235,0.9090909090909092,HPPR2,
AT2G03550,leaf_rate_per_day,0.7705882352941177,0.9230769230769232,,
AT2G07779,leaf_rate_per_day,-0.6794117647058824,-0.8461538461538461,,
AT2G17280,leaf_rate_per_day,-0.7,-0.8951048951048951,,
AT2G17640,leaf_final,-0.761763889785579,-0.9150329611789624,ATSERAT3;1|SAT-106,Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system. Expression is induced after long-term sulfur starvation.
AT2G17640,leaf_rate_per_day,-0.7382352941176471,-0.8461538461538461,ATSERAT3;1|SAT-106,Encodes a cytosolic serine O-acetyltransferase involved in sulfur assimilation and cysteine biosynthesis. Expressed in the vascular system. Expression is induced after long-term sulfur starvation.
AT2G18280,leaf_rate_per_day,-0.9294117647058824,-0.902097902097902,AtTLP2|TLP2,Member of TLP family
AT2G19470,leaf_rate_per_day,-0.8058823529411765,-0.8811188811188811,ckl5,
AT2G20340,leaf_rate_per_day,0.8382352941176471,0.8601398601398601,AAS|AtAAS,
AT2G20440,leaf_rate_per_day,0.7970588235294118,0.8601398601398601,,
AT2G21560,leaf_rate_per_day,0.6823529411764706,0.8531468531468531,,
AT2G21930,leaf_final,-0.8508460087408924,-0.9111370551935514,,
AT2G21930,leaf_rate_per_day,-0.8030745287656857,-0.833626497322632,,
AT2G22430,leaf_rate_per_day,0.7,0.8951048951048951,ATHB6|HB6,Encodes a homeodomain leucine zipper class I (HD-Zip I) protein that is a target of the protein phosphatase ABI1 and regulates hormone responses in Arabidopsis.
AT2G22905,leaf_rate_per_day,0.8963208870557642,0.8506684844144639,,
AT2G23610,leaf_final,0.8922234535874399,0.9150329611789624,ATMES3|MES3,"Encodes a protein shown to have carboxylesterase activity, methyl IAA esterase activity, and methyl jasmonate esterase activity in vitro. This protein does not act on methyl salicylate, MeGA4, or MEGA9 in vitro."
AT2G23610,leaf_rate_per_day,0.8529411764705882,0.8671328671328671,ATMES3|MES3,"Encodes a protein shown to have carboxylesterase activity, methyl IAA esterase activity, and methyl jasmonate esterase activity in vitro. This protein does not act on methyl salicylate, MeGA4, or MEGA9 in vitro."
AT2G25540,leaf_rate_per_day,0.8058823529411765,0.8951048951048951,CESA10,cellulose synthase
AT2G25737,leaf_rate_per_day,0.7441176470588236,0.965034965034965,,
AT2G25790,leaf_final,-0.8397397210234729,-0.8967323019553832,SKM1,
AT2G25790,leaf_rate_per_day,-0.8382352941176471,-0.8811188811188811,SKM1,
AT2G26300,leaf_rate_per_day,-0.8235294117647058,-0.8951048951048951,ATGPA1|GP|GPA1,"Encodes an alpha subunit of a heterotrimeric GTP-binding protein. The active GTP-bound form of GPA1 binds to the GTG1 and GTG2 abscisic acid (ABA) receptors and appears to affect their GTPase and GTP-binding activity, and hence, ABA binding abilities. GPA1 is a positive regulator in ABA-mediated inhibition of stomatal opening. Plants with recessive mutant alleles have complex phenotypes including: reduced brassinolide response, reduced cell divisions, round leaves, short hypocotyls.  It is likely to be involved in the signaling events that trigger unfolded protein response-associated cell death. GPA1 is also involved in sugar signaling."
AT2G27920,leaf_rate_per_day,0.7176470588235294,0.8461538461538461,SCPL51,
AT2G28120,leaf_auc,-0.8550407024168906,-0.9281975705483088,OTU1,
AT2G28120,leaf_final,-0.8352411153751329,-0.8967323019553832,OTU1,
AT2G28120,leaf_rate_per_day,-0.8676470588235294,-0.9370629370629372,OTU1,
AT2G28130,leaf_rate_per_day,-0.7147058823529412,-0.8531468531468531,ASAP1,
AT2G28660,leaf_rate_per_day,-0.6764705882352942,-0.902097902097902,AtHMP18,
AT2G28720,leaf_rate_per_day,0.8264705882352941,0.958041958041958,HTB3,
AT2G30530,leaf_rate_per_day,-0.7823529411764706,-0.9090909090909092,MadA4,
AT2G30620,leaf_rate_per_day,0.7852941176470588,0.8321678321678322,H1.2|HON2,
AT2G32870,leaf_rate_per_day,0.7823529411764706,0.944055944055944,,
AT2G33810,leaf_final,0.9522048622319738,0.9186930930236784,SPL3,"Encodes a member of the SPL (squamosa-promoter binding protein-like)gene family, a novel gene family encoding DNA binding proteins and putative transcription factors.  Contains the SBP-box, which encodes the SBP-domain, required and sufficient for interaction with DNA. It binds DNA, may directly regulate AP1, and is involved in regulation of flowering and vegetative phase change.  Its temporal expression is regulated by the microRNA miR156.  The target site for the microRNA is in the 3'UTR."
AT2G33810,leaf_rate_per_day,0.95,0.93006993006993,SPL3,"Encodes a member of the SPL (squamosa-promoter binding protein-like)gene family, a novel gene family encoding DNA binding proteins and putative transcription factors.  Contains the SBP-box, which encodes the SBP-domain, required and sufficient for interaction with DNA. It binds DNA, may directly regulate AP1, and is involved in regulation of flowering and vegetative phase change.  Its temporal expression is regulated by the microRNA miR156.  The target site for the microRNA is in the 3'UTR."
AT2G34202,leaf_rate_per_day,-0.7551573379382714,-0.8659007336071332,,
AT2G34420,leaf_rate_per_day,0.7441176470588236,0.8391608391608392,LHB1B2|LHCB1.5,Photosystem II type I chlorophyll            a/b-binding protein
AT2G34650,leaf_rate_per_day,0.9264705882352942,0.8811188811188811,ABR|PID,"Encodes a protein serine/threonine kinase that may act as a positive regulator of cellular auxin efflux, as a a binary switch for PIN polarity, and as a negative regulator of auxin signaling. Recessive mutants exhibit similar phenotypes as pin-formed mutants in flowers and inflorescence but distinct phenotypes in cotyledons and leaves. Expressed in the vascular tissue proximal to root and shoot meristems, shoot apex, and embryos. Expression is induced by auxin. Overexpression of the gene results in phenotypes in the root and shoot similar to those found in auxin-insensitive mutants. The protein physically interacts with TCH3 (TOUCH3) and PID-BINDING PROTEIN 1 (PBP1), a previously uncharacterized protein containing putative EF-hand calcium-binding motifs.  Acts together with ENP (ENHANCER OF PINOID) to instruct precursor cells to elaborate cotyledons in the transition stage embryo. Interacts with PDK1. PID autophosphorylation is required for the ability of PID to phosphorylate an exogenous substrate. PID activation loop is required for PDK1-dependent PID phosphorylation and requires the PIF domain. Negative regulator of root hair growth. PID kinase activity is critical for the inhibition of root hair growth and for maintaining  the proper subcellular localization of PID."
AT2G35760,leaf_final,0.935709974854727,0.9552944114708368,CASPL2B2,
AT2G35760,leaf_rate_per_day,0.9058823529411764,0.902097902097902,CASPL2B2,
AT2G36080,leaf_rate_per_day,-0.9352941176470588,-0.8811188811188811,ABS2|NGAL1,Encodes a plant-specific B3 DNA-binding domain transcription factor.  Has transcription repressor activity.
AT2G36380,leaf_rate_per_day,-0.7147058823529412,-0.8811188811188811,ABCG34|AtABCG34|ATPDR6|PDR6,
AT2G36490,leaf_rate_per_day,0.923529411764706,0.93006993006993,AtROS1|DML1|ROS1,"A repressor of transcriptional gene silencing. Functions by demethylating the target promoter DNA. Interacts physically with RPA2/ROR1. In the ros1 mutants, an increase in methylation is observed in a number of gene promoters. Among the loci affected by ros1, a few (RD29A and At1g76930) are affected in cytosine methylation in all sequence contexts (CpG, CpNpG or CpNpN), although many others are affected primarily in non-CpG contexts."
AT2G37060,leaf_final,-0.731773185463312,-0.8857519064212357,NF-YB8,
AT2G37060,leaf_rate_per_day,-0.8176470588235294,-0.972027972027972,NF-YB8,
AT2G37890,leaf_rate_per_day,-0.6764705882352942,-0.8321678321678322,,
AT2G38090,leaf_rate_per_day,0.8588235294117647,0.9370629370629372,,
AT2G38320,leaf_rate_per_day,0.7264705882352941,0.8601398601398601,TBL34,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
AT2G38610,leaf_rate_per_day,-0.8294117647058824,-0.8461538461538461,KH9,
AT2G39780,leaf_rate_per_day,-0.8294117647058824,-0.9090909090909092,RNS2,S-like ribonuclease
AT2G40130,leaf_rate_per_day,0.9029411764705882,0.93006993006993,SMXL8,
AT2G40670,leaf_rate_per_day,0.7705882352941177,0.8321678321678322,ARR16|RR16,response regulator 16
AT2G41905,leaf_rate_per_day,-0.8088235294117647,-0.8671328671328671,,
AT2G42650,leaf_rate_per_day,-0.7088235294117647,-0.8321678321678322,,
AT2G43535,leaf_rate_per_day,-0.7617647058823529,-0.8461538461538461,,Encodes a defensin-like (DEFL) family protein.
AT2G44600,leaf_rate_per_day,0.7852941176470588,0.916083916083916,,
AT2G45600,leaf_rate_per_day,0.7705882352941177,0.8601398601398601,,
AT2G46880,leaf_rate_per_day,-0.8794117647058823,-0.8811188811188811,ATPAP14|PAP14,
AT2G47210,leaf_auc,0.693156920547944,0.9281975705483088,ATSWC4|SWC4,
AT2G47210,leaf_rate_per_day,0.6852941176470588,0.902097902097902,ATSWC4|SWC4,
AT3G02860,leaf_final,-0.90122066488412,-0.92601335671311,ARS1,
AT3G02860,leaf_rate_per_day,-0.8941176470588236,-0.9090909090909092,ARS1,
AT3G02870,leaf_rate_per_day,-0.8558823529411764,-0.8671328671328671,GPP|VTC4,"Encodes a L-galactose-1-phosphate phosphatase, involved in ascorbate biosynthesis."
AT3G04130,leaf_rate_per_day,-0.6882352941176471,-0.8671328671328671,,
AT3G04960,leaf_rate_per_day,0.8470588235294118,0.8671328671328671,,
AT3G05120,leaf_final,-0.866731354913513,-0.8857519064212357,ATGID1A|GID1A,"Encodes a gibberellin (GA) receptor ortholog of the rice GA receptor gene (OsGID1). Has GA-binding activity, showing higher affinity to GA4. Interacts with DELLA proteins in vivo in the presence of GA4. The DELLA region alone can interact with GID1A in GA-dependent manner in a Y2H assay."
AT3G05840,leaf_rate_per_day,-0.8794117647058823,-0.8671328671328671,ATSK12|SK12,encodes a SHAGGY-like kinase involved in meristem organization.
AT3G09260,leaf_final,-0.9237136931258202,-0.8820917745765199,BGLU23|LEB|PSR3.1|PYK10,"Encodes beta-glucosidase.The major constituent of ER bodies. One of the most abundant proteins in Arabidopsis seedlings. Exist in an soluble (inactive) and non-soluble (active) form, most probably formed in a polymerization process. Involved in the mutualistic interaction between Arabidopsis and the endophytic fungus Piriformospora indica."
AT3G09260,leaf_rate_per_day,-0.9058823529411764,-0.8671328671328671,BGLU23|LEB|PSR3.1|PYK10,"Encodes beta-glucosidase.The major constituent of ER bodies. One of the most abundant proteins in Arabidopsis seedlings. Exist in an soluble (inactive) and non-soluble (active) form, most probably formed in a polymerization process. Involved in the mutualistic interaction between Arabidopsis and the endophytic fungus Piriformospora indica."
AT3G09270,leaf_rate_per_day,-0.8088235294117647,-0.8321678321678322,ATGSTU8|GSTU8,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT3G09330,leaf_rate_per_day,0.7446653965971542,0.8546422913727824,,
AT3G09410,leaf_rate_per_day,0.711764705882353,0.8391608391608392,AtPAE5,
AT3G09820,leaf_final,0.6927852698443652,0.878431642731804,ADK1|ATADK1,Involved in the salvage synthesis of                      adenylates and methyl recycling
AT3G09922,leaf_rate_per_day,-0.7970588235294118,-0.8601398601398601,ATIPS1|IPS1,"AF236376 Arabidopsis thaliana IPS1 mRNA, complete sequence"
AT3G10150,leaf_rate_per_day,-0.6735294117647059,-0.916083916083916,ATPAP16|PAP16,
AT3G10450,leaf_rate_per_day,-0.8176470588235294,-0.8601398601398601,SCPL7,
AT3G11220,leaf_rate_per_day,-0.6911764705882353,-0.8531468531468531,AtELP4|ELO1,"A subunit of Elongator, a histone acetyl transferase complex, consisting of six subunits (ELP1ELP6), that copurifies with the elongating RNAPII in yeast and humans. Three Arabidopsis thaliana genes, encoding homologs of the yeast Elongator subunits ELP1, ELP3 (histone acetyl transferase), and ELP4 are responsible for the narrow leaf phenotype in elongata mutants and for reduced root growth that results from a decreased cell division rate."
AT3G11260,leaf_rate_per_day,-0.8088235294117647,-0.8811188811188811,WOX5|WOX5B,Arabidopsis thaliana WOX5 protein mRNA
AT3G12770,leaf_final,-0.800751805404526,-0.900392433800099,MEF22,Encodes a pentatricopeptide repeat protein (PPR) protein involved in mitochondrial mRNA editing.
AT3G12770,leaf_rate_per_day,-0.8,-0.8601398601398601,MEF22,Encodes a pentatricopeptide repeat protein (PPR) protein involved in mitochondrial mRNA editing.
AT3G12915,leaf_rate_per_day,0.7911764705882353,0.8461538461538461,,
AT3G12920,leaf_rate_per_day,0.8029411764705883,0.8601398601398601,BRG3,
AT3G13580,leaf_rate_per_day,-0.7441176470588236,-0.8671328671328671,uL30w,
AT3G13880,leaf_rate_per_day,-0.711764705882353,-0.8531468531468531,OTP72,
AT3G14463,leaf_rate_per_day,-0.8323529411764706,-0.8601398601398601,,
AT3G14680,leaf_rate_per_day,-0.8176470588235294,-0.8391608391608392,CYP72A14,putative cytochrome P450
AT3G14990,leaf_final,-0.727274579814972,-0.8747715108870882,AtDJ1A|DJ-1a|DJ1A,
AT3G15210,leaf_rate_per_day,0.8647058823529412,0.8951048951048951,ATERF-4|ATERF4|ERF4|RAP2.5,Encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ATERF-4). The protein contains one AP2 domain. Acts as a negative regulator of JA-responsive defense gene expression and resistance to the  necrotrophic fungal pathogen Fusarium oxysporum and antagonizes JA inhibition of root elongation.
AT3G15620,leaf_final,-0.7002829459249319,-0.9296734885578258,UVR3,Required for photorepair of 6-4 photoproducts in Arabidopsis thaliana.
