gene,analysis,covariate,n_samples,mean_vst,spearman_rho,p_value,fdr,SYMBOL,GENENAME
AT4G38060,primary,leaf_auc,16,10.488671633397624,-0.8079472386004697,0.0001529242598182,0.0090421271515131,CCI2,
AT5G26980,primary,leaf_auc,16,9.670879765745813,-0.8079472386004697,0.0001529242598182,0.0090421271515131,ATSYP41|ATTLG2A|SYP41,member of SYP4 Gene Family
AT5G39190,primary,leaf_auc,16,8.514290850392767,-0.8079472386004697,0.0001529242598182,0.0090421271515131,ATGER2|GER2|GLP2A,germin-like protein (GLP2a)
AT2G29970,primary,leaf_auc,16,11.583380678178171,0.8064755678562066,0.0001606445163166,0.0093344380308121,SMXL7,
AT3G28740,primary,leaf_auc,16,7.836668872185478,-0.8064755678562066,0.0001606445163166,0.0093344380308121,CYP81D11,Encodes a member of the cytochrome p450 family. Expression is upregulated in response to cis-jasmonate treatment. Overexpression induces synthesis of volatile compounds that affect chemical ecology and insect interactions.
AT4G12080,primary,leaf_auc,16,9.423544288355192,-0.8064755678562066,0.0001606445163166,0.0093344380308121,AHL1|ATAHL1,
AT4G37180,primary,leaf_auc,16,10.466629882871295,-0.8064755678562066,0.0001606445163166,0.0093344380308121,HHO5|UIF1,"myb family transcription factor, contains Pfam domain, PF00249: Myb-like DNA-binding domain l; also isolated as a putative cytoskeletal protein in a yeast screen"
AT5G43710,primary,leaf_auc,16,9.49993603774274,0.8064755678562066,0.0001606445163166,0.0093344380308121,AtEDEM2|MNS4,
AT5G51040,primary,leaf_auc,16,11.85194215323528,-0.8064755678562066,0.0001606445163166,0.0093344380308121,SDHAF2,
AT5G53340,primary,leaf_auc,16,9.713332329149427,-0.8064755678562066,0.0001606445163166,0.0093344380308121,GALT7|HPGT1,
AT1G02680,primary,leaf_auc,16,9.068127559048191,-0.8050038971119434,0.0001686857803766,0.0096351516252539,TAF13,
AT1G62560,primary,leaf_auc,16,10.4718261819208,0.8050038971119434,0.0001686857803766,0.0096351516252539,FMO,"belongs to the flavin-monooxygenase (FMO) family, encodes a glucosinolate S-oxygenase that catalyzes the conversion of methylthioalkyl glucosinolates to methylsulfinylalkyl glucosinolates"
AT2G36890,primary,leaf_auc,16,7.410041476071806,-0.8050038971119434,0.0001686857803766,0.0096351516252539,ATMYB38|BIT1|MYB38|RAX2,"Putative homolog of the Blind gene in tomato. Together with RAX1 and RAX3 belong to the class R2R3 MYB genes; encoded by the Myb-like transcription factor MYB38, regulates axillary meristem formation. "
AT4G38240,primary,leaf_auc,16,10.262033868006986,-0.8050038971119434,0.0001686857803766,0.0096351516252539,CGL|CGL1|GNTI,"Encodes N-acetyl glucosaminyl transferase I, the first enzyme in the pathway of complex glycan biosynthesis."
AT5G03700,primary,leaf_auc,16,8.116448637118864,-0.8050038971119434,0.0001686857803766,0.0096351516252539,,
AT5G12940,primary,leaf_auc,16,7.907756819022847,0.8050038971119434,0.0001686857803766,0.0096351516252539,,
AT5G19840,primary,leaf_auc,16,8.35868445214919,-0.8050038971119434,0.0001686857803766,0.0096351516252539,,
AT3G14040,primary,leaf_auc,16,6.063851337021129,-0.804364279130371,0.0001722833839543,0.0098168156769924,,
AT1G10540,primary,leaf_auc,16,7.0215083830940666,-0.8035322263676803,0.0001770584825258,0.0098971906633766,ATNAT8|NAT8,
AT1G33102,primary,leaf_auc,16,8.312286931241982,-0.8035322263676803,0.0001770584825258,0.0098971906633766,,
AT2G23985,primary,leaf_auc,16,9.321376455642786,-0.8035322263676803,0.0001770584825258,0.0098971906633766,,
AT2G47730,primary,leaf_auc,16,12.630647208614272,0.8035322263676803,0.0001770584825258,0.0098971906633766,ATGSTF5|ATGSTF8|GST6|GSTF8,Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).
AT3G10770,primary,leaf_auc,16,11.513273304240718,-0.8035322263676803,0.0001770584825258,0.0098971906633766,,
AT3G28100,primary,leaf_auc,16,9.746954798286277,-0.8035322263676803,0.0001770584825258,0.0098971906633766,UMAMIT45,
AT5G22030,primary,leaf_auc,16,10.598107420197811,-0.8035322263676803,0.0001770584825258,0.0098971906633766,UBP8,
AT5G47435,primary,leaf_auc,16,11.467596248085488,-0.8035322263676803,0.0001770584825258,0.0098971906633766,,encodes one of the two putative formyltetrahydrofolate deformylase. Located in the mitochondrion. Involved in photorespiratory tetrahydrofolate cycle.
AT5G45080,primary,leaf_auc,16,6.125525666746634,0.8020934624976668,0.0001855746100146,0.0100732785534653,AtPP2-A6|PP2-A6,
AT1G06220,primary,leaf_auc,16,11.392509570653,0.8020605556234172,0.0001857732924915,0.0100732785534653,CLO|GFA1|MEE5,Encodes a protein with similarity to splicing factor Snu114. Snu114 is thought to be involved in activation of the splicosome. Loss of GFA1 function results in reduced female fertility. Approximately 50% of ovules abort due to defects in the female gametophyte. In mutant gametophytes antipodal cells express egg cell markers suggesting a defect in specification of cell fate.GFA1 is also required to restrict the expression of LIS.
AT1G18690,primary,leaf_auc,16,8.973387239048604,-0.8020605556234172,0.0001857732924915,0.0100732785534653,XXT4,
AT1G49750,primary,leaf_auc,16,13.15847292420196,0.8020605556234172,0.0001857732924915,0.0100732785534653,,
AT2G06255,primary,leaf_auc,16,7.473089321928496,-0.8020605556234172,0.0001857732924915,0.0100732785534653,EFL3|ELF4-L3,
AT2G45200,primary,leaf_auc,16,10.294344247526968,-0.8020605556234172,0.0001857732924915,0.0100732785534653,ATGOS12|GOS12,Encodes a member of the GOS1 (Golgi SNARE) gene family.
AT2G48090,primary,leaf_auc,16,7.525679000047857,-0.8020605556234172,0.0001857732924915,0.0100732785534653,,
AT3G09900,primary,leaf_auc,16,10.55533745497492,-0.8020605556234172,0.0001857732924915,0.0100732785534653,ATRAB8E|ATRABE1E|RABE1e,
AT4G32650,primary,leaf_auc,16,8.730057798679425,-0.8020605556234172,0.0001857732924915,0.0100732785534653,ATKC1|AtLKT1|KAT3|KC1,"Encodes KAT3, a member of the Shaker family of voltage-gated potassium channel subunits. Does not form functional potassium channel on its own. Involved in down-regulating AKT1 and KAT1 channel activity by forming heteromers with AKT1 or KAT1. The Shaker family K+ ion channels include five groups based on phylogenetic analysis (FEBS Letters (2007) 581: 2357): I (inwardly rectifying conductance): AKT1 (AT2G26650), AKT5 (AT4G32500) and SPIK (also known as AKT6, AT2G25600); II (inward rectifying channel): KAT1 (AT5G46240) and KAT2 (AT4G18290); III (weakly inward rectifying channel): AKT2 (AT4G22200); IV (regulatory subunit involved in inwardly rectifying conductance formation): KAT3 (also known as AtKC1, AT4G32650); V (outward rectifying channel): SKOR (AT3G02850) and GORK (AT5G37500)."
AT5G03890,primary,leaf_auc,16,7.028303122184478,-0.8020605556234172,0.0001857732924915,0.0100732785534653,,
AT5G51850,primary,leaf_auc,16,9.304389122126391,0.8020605556234172,0.0001857732924915,0.0100732785534653,TRM24,
AT5G54530,primary,leaf_auc,16,7.920394276900712,0.8020605556234172,0.0001857732924915,0.0100732785534653,,
AT5G65050,primary,leaf_auc,16,10.808357809861835,-0.8020605556234172,0.0001857732924915,0.0100732785534653,AGL31|MAF2,Originally published as Agamous like MADS-box protein AGL31. One of a group of MADS box genes involved in control of flowering time.  Four variant sequences have been identified for this locus but have not been characterized for differences in expression pattern and/or function.
AT2G31220,primary,leaf_auc,16,6.296125718826328,0.801178203240059,0.000191166898333,0.0103419094677519,bHLH010,
AT1G58400,primary,leaf_auc,16,7.028883963945284,-0.8005888848791539,0.000194841122077,0.0103737468910395,,
AT1G60260,primary,leaf_auc,16,10.350222127861873,-0.8005888848791539,0.000194841122077,0.0103737468910395,BGLU5,
AT1G65960,primary,leaf_auc,16,14.064536749634632,0.8005888848791539,0.000194841122077,0.0103737468910395,GAD2,glutamate decarboxylase (GAD2)
AT2G36470,primary,leaf_auc,16,8.712723254775343,0.8005888848791539,0.000194841122077,0.0103737468910395,,
AT3G04960,primary,leaf_auc,16,6.96690509225895,0.8005888848791539,0.000194841122077,0.0103737468910395,,
AT3G16450,primary,leaf_auc,16,9.158930204409044,-0.8005888848791539,0.000194841122077,0.0103737468910395,JAL33,
AT4G16400,primary,leaf_auc,16,7.7213293633582465,-0.8005888848791539,0.000194841122077,0.0103737468910395,,
AT4G09035,primary,leaf_auc,16,5.7844270933969515,-0.7998226895777583,0.0001997055431645,0.0105884570963835,,
AT1G72740,primary,leaf_auc,16,10.422443204596863,-0.7991172141348908,0.0002042731280226,0.0105884570963835,,
AT2G07777,primary,leaf_auc,16,7.306411040905782,-0.7991172141348908,0.0002042731280226,0.0105884570963835,,
AT3G01060,primary,leaf_auc,16,12.25343737167982,0.7991172141348908,0.0002042731280226,0.0105884570963835,,
AT3G02470,primary,leaf_auc,16,16.322482908385282,-0.7991172141348908,0.0002042731280226,0.0105884570963835,SAMDC,Encodes a S-adenosylmethionine decarboxylase involved in polyamine biosynthesis.
AT3G29680,primary,leaf_auc,16,7.998908722587423,0.7991172141348908,0.0002042731280226,0.0105884570963835,,
AT3G48700,primary,leaf_auc,16,8.227706766569318,-0.7991172141348908,0.0002042731280226,0.0105884570963835,ATCXE13|CXE13,
AT3G52140,primary,leaf_auc,16,11.556387731617244,0.7991172141348908,0.0002042731280226,0.0105884570963835,FMT|FRIENDLY|NOXY38,
AT3G56410,primary,leaf_auc,16,11.026037019258768,0.7991172141348908,0.0002042731280226,0.0105884570963835,,
AT4G13190,primary,leaf_auc,16,7.99144886097758,-0.7991172141348908,0.0002042731280226,0.0105884570963835,PBL24,
AT5G44572,primary,leaf_auc,16,8.067596459932837,-0.7991172141348908,0.0002042731280226,0.0105884570963835,PROSCOOP6,
AT5G60490,primary,leaf_auc,16,7.666427304673186,0.7991172141348908,0.0002042731280226,0.0105884570963835,AtFLA12|FLA12,
AT1G13790,primary,leaf_auc,16,7.933084877714868,0.7976455433906277,0.000214080714851,0.0108343257260009,FDM4,
AT1G79870,primary,leaf_auc,16,11.143053914265645,0.7976455433906277,0.000214080714851,0.0108343257260009,HPPR2,
AT3G15120,primary,leaf_auc,16,10.560509305297344,0.7976455433906277,0.000214080714851,0.0108343257260009,BRP1,
AT3G46030,primary,leaf_auc,16,11.568959375171255,0.7976455433906277,0.000214080714851,0.0108343257260009,HTB11,
AT3G58050,primary,leaf_auc,16,10.83697167089528,0.7976455433906277,0.000214080714851,0.0108343257260009,,
AT4G36640,primary,leaf_auc,16,11.03865319108701,-0.7976455433906277,0.000214080714851,0.0108343257260009,,
AT5G10625,primary,leaf_auc,16,8.162614836831276,-0.7976455433906277,0.000214080714851,0.0108343257260009,,
AT5G10930,primary,leaf_auc,16,9.78971149182695,0.7976455433906277,0.000214080714851,0.0108343257260009,CIPK5|SnRK3.24,Encodes CBL-interacting protein kinase 5 (CIPK5).
AT5G54585,primary,leaf_auc,16,6.50454910478011,0.7976455433906277,0.000214080714851,0.0108343257260009,,
AT5G59662,primary,leaf_auc,16,6.5846673481618465,0.7976455433906277,0.000214080714851,0.0108343257260009,,
ATMG01170,primary,leaf_auc,16,7.288436891669612,-0.7976455433906277,0.000214080714851,0.0108343257260009,ATP6-2,ATPase subunit 6
AT1G01830,primary,leaf_auc,16,10.283535701910012,0.7961738726463645,0.0002242755376958,0.01113475997594,,
AT1G43800,primary,leaf_auc,16,6.805299757842021,0.7961738726463645,0.0002242755376958,0.01113475997594,AAD6|FTM1|HUP7|SAD6,
AT1G59670,primary,leaf_auc,16,6.501075829717955,-0.7961738726463645,0.0002242755376958,0.01113475997594,ATGSTU15|GSTU15,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G76580,primary,leaf_auc,16,11.074271730106563,-0.7961738726463645,0.0002242755376958,0.01113475997594,,
AT2G25910,primary,leaf_auc,16,11.04152745184991,-0.7961738726463645,0.0002242755376958,0.01113475997594,AtKH7,
AT3G06030,primary,leaf_auc,16,8.305580050617353,0.7961738726463645,0.0002242755376958,0.01113475997594,ANP3|AtANP3|MAPKKK12|NP3,NPK1-related protein kinase 3
AT4G00620,primary,leaf_auc,16,8.453381322441109,0.7961738726463645,0.0002242755376958,0.01113475997594,EMB3127,
AT4G15500,primary,leaf_auc,16,8.027266644223415,0.7961738726463645,0.0002242755376958,0.01113475997594,UGT84A4,Encodes a protein that might have sinapic acid:UDP-glucose glucosyltransferase activity.
AT5G57080,primary,leaf_auc,16,6.706595715247196,-0.7961738726463645,0.0002242755376958,0.01113475997594,,
AT1G57570,primary,leaf_auc,16,6.103177245037832,-0.7957975133554731,0.0002269463315473,0.0112436379374815,,
AT1G31230,primary,leaf_auc,16,11.516735334664874,0.7947022019021014,0.0002348695051128,0.0114198017847541,AK-HSDH,"Encodes a bifunctional aspartate kinase/homoserine dehydrogenase.  These two activities catalyze the first and the third steps toward the synthesis of the essential amino acids threonine, isoleucine and methionine."
AT1G77350,primary,leaf_auc,16,9.90897629737908,-0.7947022019021014,0.0002348695051128,0.0114198017847541,,
AT2G33600,primary,leaf_auc,16,9.717903186519592,0.7947022019021014,0.0002348695051128,0.0114198017847541,AtCRL2|CRL2,
AT3G62790,primary,leaf_auc,16,11.090726698052135,-0.7947022019021014,0.0002348695051128,0.0114198017847541,,
AT5G04550,primary,leaf_auc,16,11.75551362684522,0.7947022019021014,0.0002348695051128,0.0114198017847541,,
AT5G04560,primary,leaf_auc,16,11.581994451720153,0.7947022019021014,0.0002348695051128,0.0114198017847541,DME|EMB1649,Encodes a DNA glycosylase DEMETER (DME).  Responsible for endosperm maternal-allele-specific hypomethylation at the MEDEA (MEA) gene.  DME can excise 5-methylcytosine in vitro and when expressed in E. coli.  DME establishes MEA imprinting by removing 5-methylcytosine to activate the maternal allele.
AT5G13370,primary,leaf_auc,16,10.33506356287982,-0.7947022019021014,0.0002348695051128,0.0114198017847541,GH3.15,
AT5G15880,primary,leaf_auc,16,9.806517172547087,-0.7947022019021014,0.0002348695051128,0.0114198017847541,,
AT5G17910,primary,leaf_auc,16,11.291270103659224,0.7947022019021014,0.0002348695051128,0.0114198017847541,,
AT1G19950,primary,leaf_auc,16,8.447493286260338,0.7932305311578381,0.0002458747818737,0.0115609701238779,HVA22H,
AT1G26945,primary,leaf_auc,16,9.406839457162151,0.7932305311578381,0.0002458747818737,0.0115609701238779,KDR|PRE6,Encodes a basic helix-loop-helix (bHLH) protein involved in blue/far-red light signaling. Physically interacts with HFR1 and negatively regulates its activity.
AT1G27130,primary,leaf_auc,16,11.376597828213947,0.7932305311578381,0.0002458747818737,0.0115609701238779,ATGSTU13|GST12|GSTU13,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G76130,primary,leaf_auc,16,9.42228675130894,0.7932305311578381,0.0002458747818737,0.0115609701238779,AMY2|ATAMY2,"alpha-amylase, putative / 1,4-alpha-D-glucan glucanohydrolase, putative, strong similarity to alpha-amylase GI:7532799 from (Malus x domestica);contains Pfam profile PF00128: Alpha amylase, catalytic domain. Predicted to be secreted based on SignalP analysis."
AT2G02470,primary,leaf_auc,16,10.006128721580197,-0.7932305311578381,0.0002458747818737,0.0115609701238779,AL6,AL6 encodes a member of the Alfin-Like family of nuclear-localized PhD domain containing homeodomain proteins. Binds to H3K4 di or trimethylated DNA.
AT2G47680,primary,leaf_auc,16,8.625054345905268,0.7932305311578381,0.0002458747818737,0.0115609701238779,AtC3H31,
AT3G01860,primary,leaf_auc,16,9.745912995845728,0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT3G28500,primary,leaf_auc,16,6.503142897612155,0.7932305311578381,0.0002458747818737,0.0115609701238779,P2x,
AT3G47010,primary,leaf_auc,16,8.73320903925882,0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT3G55240,primary,leaf_auc,16,9.808019656782706,0.7932305311578381,0.0002458747818737,0.0115609701238779,,Overexpression leads to PEL (Pseudo-Etiolation in Light) phenotype.
AT3G60250,primary,leaf_auc,16,10.726021962777514,-0.7932305311578381,0.0002458747818737,0.0115609701238779,CKB3,Regulatory (beta) subunit of the protein kinase CK2. Involved in regulation of the circadian clock in Arabidopsis
AT5G09976,primary,leaf_auc,16,6.513910964527168,0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT5G16980,primary,leaf_auc,16,8.556256435219645,-0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT5G18730,primary,leaf_auc,16,6.773911529522692,0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT5G24760,primary,leaf_auc,16,9.90660878318419,-0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT5G52450,primary,leaf_auc,16,11.11968760720843,-0.7932305311578381,0.0002458747818737,0.0115609701238779,,
AT4G10860,primary,leaf_auc,16,6.079601254185569,-0.7931977863886354,0.0002461244223882,0.0115609701238779,,
AT5G46140,primary,leaf_auc,16,6.7048958370681655,0.792341678939617,0.0002527261357178,0.0118474186291794,AtDOA13,
AT1G31173,primary,leaf_auc,16,6.616151085061732,-0.791758860413575,0.0002573037917399,0.0118961299234099,,
AT2G17020,primary,leaf_auc,16,10.25010387756208,-0.791758860413575,0.0002573037917399,0.0118961299234099,,
AT3G53000,primary,leaf_auc,16,9.348312212198715,-0.791758860413575,0.0002573037917399,0.0118961299234099,AtPP2-A15|PP2-A15,
AT4G11680,primary,leaf_auc,16,9.544729035474855,-0.791758860413575,0.0002573037917399,0.0118961299234099,,
AT4G13195,primary,leaf_auc,16,8.74678470939185,-0.791758860413575,0.0002573037917399,0.0118961299234099,CLE44,"Belongs to a large gene family, called CLE for CLAVATA3/ESR-related, encoding small peptides with conserved carboxyl termini.  The C-terminal 12 amino acid sequence of CLE44 is identical to that of a dodeca peptide (TDIF, tracheary element differentiation inhibitory factor) isolated from Arabidopsis and functions as a suppressor of plant stem cell differentiation.  TDIF sequence is also identical to the C-terminal 12 amino acids of CLE41 (At3g24770)."
AT4G37870,primary,leaf_auc,16,13.300044908105436,0.791758860413575,0.0002573037917399,0.0118961299234099,PCK1|PEPCK,Encodes a putative phosphoenolpyruvate carboxykinase (ATP-dependent).
AT5G06910,primary,leaf_auc,16,9.70951207553436,-0.791758860413575,0.0002573037917399,0.0118961299234099,ATJ6,"DnaJ homologue, contains J domain which is common in all known DnaJ proteins but missing G/F domain."
AT1G72230,primary,leaf_auc,16,7.833881131568786,0.7902871896693119,0.0002691692202171,0.0122284927787089,,
AT1G80400,primary,leaf_auc,16,10.223971308048164,-0.7902871896693119,0.0002691692202171,0.0122284927787089,,
AT2G28315,primary,leaf_auc,16,7.24789285859732,0.7902871896693119,0.0002691692202171,0.0122284927787089,UXT1,
AT3G27610,primary,leaf_auc,16,9.600909377577103,-0.7902871896693119,0.0002691692202171,0.0122284927787089,,
AT3G61980,primary,leaf_auc,16,9.144438088576935,-0.7902871896693119,0.0002691692202171,0.0122284927787089,AtKPI-1|KPI-1,
AT4G20740,primary,leaf_auc,16,8.341356769090302,0.7902871896693119,0.0002691692202171,0.0122284927787089,EMB3131,
AT4G23540,primary,leaf_auc,16,9.325976840739775,0.7902871896693119,0.0002691692202171,0.0122284927787089,,
AT4G37510,primary,leaf_auc,16,11.861837194496742,0.7902871896693119,0.0002691692202171,0.0122284927787089,,
AT5G08170,primary,leaf_auc,16,10.301050976925918,0.7902871896693119,0.0002691692202171,0.0122284927787089,ATAIH|EMB1873,
AT1G31820,primary,leaf_auc,16,9.44070907843129,-0.7888155189250488,0.00028148401729,0.0125457639751623,PUT1,
AT1G55475,primary,leaf_auc,16,8.935093071485612,-0.7888155189250488,0.00028148401729,0.0125457639751623,,
AT1G73210,primary,leaf_auc,16,8.950507364656696,-0.7888155189250488,0.00028148401729,0.0125457639751623,,
AT1G75270,primary,leaf_auc,16,11.184194674115114,-0.7888155189250488,0.00028148401729,0.0125457639751623,DHAR2,
AT3G02980,primary,leaf_auc,16,9.839692985246147,-0.7888155189250488,0.00028148401729,0.0125457639751623,MCC1,"Encodes MEIOTIC CONTROL OF CROSSOVERS1 (MCC1), a GCN5-related histone N-acetyltransferase. MCC1 appeared to be required in meiosis for normal chiasma number and distribution and for chromosome segregation.  Activation tagging line has increased level of histone H3 acetylation."
AT4G01100,primary,leaf_auc,16,12.245481737385957,-0.7888155189250488,0.00028148401729,0.0125457639751623,ADNT1,
AT4G27060,primary,leaf_auc,16,10.27517416888394,0.7888155189250488,0.00028148401729,0.0125457639751623,CN|SPR2|TOR1,"Encodes a novel, plant-specific microtubule-associated protein that regulates the orientation of cortical microtubules and the direction of organ growth.  The protein plays a role in control of microtubule dependent anisotropic cell elongation. spr2 mutant rosette leaves, cauline leaves, roots, petioles and petals curl in an anticlockwise direction."
AT5G18060,primary,leaf_auc,16,7.070909283365431,0.7888155189250488,0.00028148401729,0.0125457639751623,SAUR23,
AT5G21105,primary,leaf_auc,16,12.264807107692938,-0.7888155189250488,0.00028148401729,0.0125457639751623,MCO3,
AT5G58330,primary,leaf_auc,16,14.228378019501626,-0.7888155189250488,0.00028148401729,0.0125457639751623,NADP-MDH,
AT3G46770,primary,leaf_auc,16,6.096169665932476,0.7880242245859732,0.0002882958685269,0.0128250787789127,REM13,
AT1G35460,primary,leaf_auc,16,10.981840788234482,-0.7873438481807856,0.0002942614001342,0.012871474961633,CFLAP2|FBH1,
AT1G59660,primary,leaf_auc,16,8.738469637682346,0.7873438481807856,0.0002942614001342,0.012871474961633,DRAL|Nup98b,
AT1G63090,primary,leaf_auc,16,10.76370796086836,-0.7873438481807856,0.0002942614001342,0.012871474961633,AtPP2-A11|PP2-A11,
AT1G69760,primary,leaf_auc,16,10.102368832525077,-0.7873438481807856,0.0002942614001342,0.012871474961633,,
AT2G19590,primary,leaf_auc,16,7.605928821471959,0.7873438481807856,0.0002942614001342,0.012871474961633,ACO1|ATACO1,encodes a protein whose sequence is similar to 1-aminocyclopropane-1-carboxylate oxidase
AT2G27230,primary,leaf_auc,16,11.723110951705536,-0.7873438481807856,0.0002942614001342,0.012871474961633,LHW,Encodes a nuclear-localized transcriptional activator with weak sequence similarity to basic helix-loop-helix(bHLH)-domain proteins.  It promotes the production of stele cells in root meristems and is required to establish and maintain the normal vascular cell number and pattern in primary and lateral roots.
AT5G59690,primary,leaf_auc,16,10.951952459690752,0.7873438481807856,0.0002942614001342,0.012871474961633,,
AT5G64130,primary,leaf_auc,16,11.35146992619503,-0.7873438481807856,0.0002942614001342,0.012871474961633,,
AT5G65380,primary,leaf_auc,16,12.311480604064776,-0.7873438481807856,0.0002942614001342,0.012871474961633,,
AT1G62800,primary,leaf_auc,16,8.107622559503868,0.7858721774365225,0.000307514855808,0.0133028439370035,ASP4,Encodes aspartate aminotransferase (Asp4).
AT1G74430,primary,leaf_auc,16,9.425760958278708,-0.7858721774365225,0.000307514855808,0.0133028439370035,ATMYB95|ATMYBCP66|MYB95,Encodes a putative transcription factor (MYB95).
AT2G37100,primary,leaf_auc,16,8.062517915915219,0.7858721774365225,0.000307514855808,0.0133028439370035,,
AT3G21420,primary,leaf_auc,16,8.439795961993394,-0.7858721774365225,0.000307514855808,0.0133028439370035,LBO1,
AT3G44850,primary,leaf_auc,16,8.98194064027417,0.7858721774365225,0.000307514855808,0.0133028439370035,SRPK5,
AT5G55620,primary,leaf_auc,16,10.687903707926546,0.7858721774365225,0.000307514855808,0.0133028439370035,,
AT3G29060,primary,leaf_auc,16,5.807662812397144,0.7846563232157342,0.0003188334028594,0.0135244506276717,,
AT1G02640,primary,leaf_auc,16,8.540451715344176,0.7844005066922592,0.0003212581439199,0.0135244506276717,ATBXL2|BXL2,encodes a protein similar to a beta-xylosidase located in the extracellular matrix. This is a member of glycosyl hydrolase family 3 and has six other closely related members.
AT1G06700,primary,leaf_auc,16,11.266517388530405,-0.7844005066922592,0.0003212581439199,0.0135244506276717,CARK7,
AT1G53090,primary,leaf_auc,16,10.265188579428695,-0.7844005066922592,0.0003212581439199,0.0135244506276717,SPA4,Encodes a member of the SPA (suppressor of phyA-105) protein family (SPA1-SPA4).  SPA proteins contain an N-terminal serine/threonine kinase-like motif followed by a coiled-coil structure and a C-terminal WD-repeat domain.  SPA proteins function redundantly in suppressing photomorphogenesis in dark- and light-grown seedlings. SPA4 (and SPA3) predominantly regulates elongation growth in adult plants.
AT1G62020,primary,leaf_auc,16,12.035657454786486,0.7844005066922592,0.0003212581439199,0.0135244506276717,alpha1-COP,
AT3G04000,primary,leaf_auc,16,9.345489704752902,-0.7844005066922592,0.0003212581439199,0.0135244506276717,ChlADR,
AT3G16190,primary,leaf_auc,16,11.759893762501363,-0.7844005066922592,0.0003212581439199,0.0135244506276717,,
AT3G26560,primary,leaf_auc,16,11.542783184143325,0.7844005066922592,0.0003212581439199,0.0135244506276717,,
AT3G62770,primary,leaf_auc,16,10.36554645958934,0.7844005066922592,0.0003212581439199,0.0135244506276717,AtATG18a|ATG18a|PEUP2,Required for autophagosome formation during nutrient deprivation and senescence.
AT4G02075,primary,leaf_auc,16,7.870472532438185,-0.7844005066922592,0.0003212581439199,0.0135244506276717,PIT1,
AT4G13840,primary,leaf_auc,16,12.73581470558787,0.7844005066922592,0.0003212581439199,0.0135244506276717,CER26,
AT4G22840,primary,leaf_auc,16,7.298164119666473,0.7844005066922592,0.0003212581439199,0.0135244506276717,BASS6,
AT5G12370,primary,leaf_auc,16,11.679164590925732,0.7844005066922592,0.0003212581439199,0.0135244506276717,SEC10,
AT5G46150,primary,leaf_auc,16,10.119680829313769,-0.7844005066922592,0.0003212581439199,0.0135244506276717,,
AT5G66240,primary,leaf_auc,16,11.522960806153712,-0.7844005066922592,0.0003212581439199,0.0135244506276717,S2Lb|ULCS1,
AT1G01390,primary,leaf_auc,16,7.236992204849737,0.7829288359479961,0.0003355052992736,0.0138274014147229,,
AT1G05787,primary,leaf_auc,16,8.079523967759096,-0.7829288359479961,0.0003355052992736,0.0138274014147229,,
AT1G12570,primary,leaf_auc,16,8.19970687217765,0.7829288359479961,0.0003355052992736,0.0138274014147229,,
AT1G49032,primary,leaf_auc,16,9.400877468171608,-0.7829288359479961,0.0003355052992736,0.0138274014147229,,
AT1G58602,primary,leaf_auc,16,13.53010656187642,0.7829288359479961,0.0003355052992736,0.0138274014147229,RPP7,
AT1G59700,primary,leaf_auc,16,11.2498678504001,-0.7829288359479961,0.0003355052992736,0.0138274014147229,ATGSTU16|GSTU16,Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).
AT1G62480,primary,leaf_auc,16,10.59886637523156,0.7829288359479961,0.0003355052992736,0.0138274014147229,,
AT3G14210,primary,leaf_auc,16,16.165071448823188,0.7829288359479961,0.0003355052992736,0.0138274014147229,ESM1,A semidominant QTL which has an epistatic effect on the Epithiospecifier gene. Represses nitrile formation and favors isothiocyanate production during glucosinolate hydrolysis. The functional allele deters the insect herbivory T. ni.
AT3G23000,primary,leaf_auc,16,12.03911471738718,0.7829288359479961,0.0003355052992736,0.0138274014147229,ATSR2|ATSRPK1|CIPK7|PKS7|SnRK3.10,"Encodes a serine/threonine protein kinase with similarities to CBL-interacting protein kinases, SNF1 and SOS2."
AT4G10650,primary,leaf_auc,16,6.815669180317617,-0.7829288359479961,0.0003355052992736,0.0138274014147229,,
AT4G17160,primary,leaf_auc,16,6.568092179461949,0.7829288359479961,0.0003355052992736,0.0138274014147229,ATRAB2B|ATRABB1A|RABB1a,
AT5G11150,primary,leaf_auc,16,9.186574464060616,-0.7829288359479961,0.0003355052992736,0.0138274014147229,ATVAMP713|GPS2|VAMP713,"Member of Synaptobrevin-like AtVAMP7C, v-SNARE protein family."
AT1G62430,primary,leaf_auc,16,10.842722136820807,-0.781457165203733,0.0003502706344879,0.014163090792793,ATCDS1|CDS1,"Encodes a CDP-diacylglycerol synthase, involved in phospholipid biosynthesis."
AT2G02765,primary,leaf_auc,16,8.553213708347798,-0.781457165203733,0.0003502706344879,0.014163090792793,,
