gene,analysis,covariate,n_samples,mean_vst,spearman_rho,p_value,fdr,SYMBOL,GENENAME
AT5G56750,primary,leaf_final,16,10.289675522652784,-0.7332727206794254,0.0012283909022411,0.0307528969174913,NDL1,
AT5G59780,primary,leaf_final,16,11.693490454873295,-0.7332727206794254,0.0012283909022411,0.0307528969174913,ATMYB59|ATMYB59-1|ATMYB59-2|ATMYB59-3|MYB59,Encodes a putative transcription factor (MYB59).
AT5G39180,primary,leaf_final,16,6.206945710004425,-0.7321233098468144,0.0012616635674229,0.0313103050665179,,
AT1G30475,primary,leaf_final,16,8.6461032557795,-0.731773185463312,0.0012719437234348,0.0313103050665179,,
AT1G62790,primary,leaf_final,16,11.365242391816608,-0.731773185463312,0.0012719437234348,0.0313103050665179,LTPG7,
AT1G64405,primary,leaf_final,16,7.074525839575727,-0.731773185463312,0.0012719437234348,0.0313103050665179,,
AT1G67520,primary,leaf_final,16,8.140181222066179,-0.731773185463312,0.0012719437234348,0.0313103050665179,,
AT1G74390,primary,leaf_final,16,8.537131163656923,0.731773185463312,0.0012719437234348,0.0313103050665179,NEN3,
AT2G37060,primary,leaf_final,16,8.94102657649572,-0.731773185463312,0.0012719437234348,0.0313103050665179,NF-YB8,
AT3G15120,primary,leaf_final,16,10.560509305297344,0.731773185463312,0.0012719437234348,0.0313103050665179,BRP1,
AT3G16640,primary,leaf_final,16,16.554943700326437,-0.731773185463312,0.0012719437234348,0.0313103050665179,AtTCTP1|TCTP1,"Encodes a protein homologous to  translationally controlled tumor protein (TCTP) from Drosophila. In flies, TCTP functions guanine nucleotide exchange factor in the TOR signaling pathway. TCTP is expressed throughout the plant with highest levels seen in meristematic regions of the shoot and root. Loss of function alleles are not transmitted through the male gametophyte due to defects in pollen tube growth. Hypomorphs, generated through RNAi, are dwarf and have smaller cells. These plants also have defects in lateral and primary root growth as well as root hair growth. The phenotypes are similar to TOR mutants suggesting that TCTP functions in the is pathway in Arabidopsis as well."
AT3G17100,primary,leaf_final,16,10.625313141726188,0.731773185463312,0.0012719437234348,0.0313103050665179,AIF3,
AT3G17340,primary,leaf_final,16,10.06982853136581,0.731773185463312,0.0012719437234348,0.0313103050665179,PLANTKAP,
AT3G46640,primary,leaf_final,16,8.120797518261224,-0.731773185463312,0.0012719437234348,0.0313103050665179,LUX|PCL1,"Encodes a myb family transcription factor with a single Myb DNA-binding domain (type SHAQKYF) that is unique to plants and is essential for circadian rhythms, specifically for transcriptional regulation within the circadian clock.   LUX is required for normal rhythmic expression of multiple clock outputs in both constant light and darkness.  It is coregulated with TOC1 and seems to be repressed by CCA1 and LHY by direct binding of these proteins to the evening element in the LUX promoter."
AT3G48720,primary,leaf_final,16,10.001803941241192,0.731773185463312,0.0012719437234348,0.0313103050665179,DCF,
AT4G15800,primary,leaf_final,16,10.400325886925726,-0.731773185463312,0.0012719437234348,0.0313103050665179,RALF33|RALFL33,"Member of a diversely expressed predicted peptide family showing sequence similarity to tobacco Rapid Alkalinization Factor (RALF), and is believed to play an essential role in the physiology of Arabidopsis.  Consists of a single exon and is characterized by a conserved C-terminal motif and N-terminal signal peptide."
AT5G59870,primary,leaf_final,16,10.495399800195406,0.731773185463312,0.0012719437234348,0.0313103050665179,h2a.w.6|HTA6,"Encodes HTA6, a histone H2A protein."
AT5G60100,primary,leaf_final,16,7.262696663831949,-0.731773185463312,0.0012719437234348,0.0313103050665179,APRR3|PRR3,"Encodes pseudo-response regulator 3 (APRR3/PRR3). PRR3 transcript levels vary in a circadian pattern with peak expression at dusk under long and short day conditions. PRR3 affects the period of the circadian clock and seedlings with reduced levels of PRR3 have shorter periods, based on transcriptional assays of clock-regulated genes. PRR3 is expressed in the vasculature of cotyledons and leaves where it may help stabilize the TOC1 protein by preventing interactions between TOC1 and the F-box protein ZTL."
AT1G06390,primary,leaf_final,16,11.097245686957969,-0.7302736502471987,0.0013167488301723,0.0317165304201078,ATGSK1|ATSK2-3|ATSK22|BIL2|GSK1|SK22,"encodes a GSK3/shaggy-like protein kinase. Gene expression is induced by NaCl and ABA but not KCl, suggesting that this gene may be involved in response to osmotic stress. This protein can interact with the BZR1 protein involved in brassinosteroid-mediated signaling in a Y2H assay and promotes BZR1 phosphorylation in protoplasts."
AT1G53780,primary,leaf_final,16,12.415014361941308,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT1G61150,primary,leaf_final,16,10.59255559138673,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT2G22800,primary,leaf_final,16,8.223017776541408,-0.7302736502471987,0.0013167488301723,0.0317165304201078,HAT9,Encodes homeobox protein HAT9.
AT2G37470,primary,leaf_final,16,9.064524989986616,0.7302736502471987,0.0013167488301723,0.0317165304201078,HTB5,
AT2G38450,primary,leaf_final,16,9.875874835540966,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT2G42910,primary,leaf_final,16,10.29324848655728,0.7302736502471987,0.0013167488301723,0.0317165304201078,AtPRS4|PRS4,
AT2G48090,primary,leaf_final,16,7.525679000047857,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT3G03960,primary,leaf_final,16,11.385780177913508,0.7302736502471987,0.0013167488301723,0.0317165304201078,CCT8,
AT3G16857,primary,leaf_final,16,11.250327366184068,-0.7302736502471987,0.0013167488301723,0.0317165304201078,ARR1|RR1,Encodes an Arabidopsis response regulator (ARR) protein that acts in concert with other type-B ARRs in the cytokinin signaling pathway.
AT3G26560,primary,leaf_final,16,11.542783184143325,0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT3G27925,primary,leaf_final,16,12.571275825317576,0.7302736502471987,0.0013167488301723,0.0317165304201078,DEG1|DEGP1,"Encodes a DegP protease; nuclear gene encoding chloroplast-targeted protease that can degrade two lumenal proteins, plastocyanin and OE33, suggesting a role as a general-purpose protease in the thylakoid lumen.  Involved in the degradation of D1 protein of PS II, hence participating in the repair of PS II damages caused by photoinhibition."
AT3G29030,primary,leaf_final,16,11.03865131855532,0.7302736502471987,0.0013167488301723,0.0317165304201078,ATEXP5|ATEXPA5|ATHEXP|EXP5|EXPA5,"Encodes an expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)"
AT3G45770,primary,leaf_final,16,11.171337014928376,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT3G56410,primary,leaf_final,16,11.026037019258768,0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT3G57390,primary,leaf_final,16,8.98733383443675,-0.7302736502471987,0.0013167488301723,0.0317165304201078,AGL18,"encodes a MADS-box containing protein likely to be a transcription factor that is expressed in endosperm and developing gametophytes. The protein sequence is most similar to that of AGL15, which is expressed in developing embryos."
AT4G14100,primary,leaf_final,16,9.775152697096006,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT4G25610,primary,leaf_final,16,9.31546285556179,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT4G26890,primary,leaf_final,16,8.052552223107662,-0.7302736502471987,0.0013167488301723,0.0317165304201078,MAPKKK16,member of MEKK subfamily
AT5G40720,primary,leaf_final,16,8.636444146197036,-0.7302736502471987,0.0013167488301723,0.0317165304201078,,
AT5G48360,primary,leaf_final,16,9.828124111262149,0.7302736502471987,0.0013167488301723,0.0317165304201078,FH9,
AT3G23510,primary,leaf_final,16,6.765923753452898,0.729423106149617,0.0013427294443218,0.0320075439648889,,
AT1G05610,primary,leaf_final,16,9.377924952795508,-0.7287741150310854,0.001362833427647,0.0320075439648889,APS2,Encodes the small subunit of ADP-glucose pyrophosphorylase. The small subunit is the catalytic isoform responsible for ADP-glucose pyrophosphorylase activity. The presence of the small subunit is required for large subunit stability. Two isoforms of the small subunit (ApS1 and ApS2) have been described. ApS2 is a minor small subunit isoform present in all plant tissues tested.
AT1G05620,primary,leaf_final,16,10.056175089795174,-0.7287741150310854,0.001362833427647,0.0320075439648889,NSH2|URH2,
AT1G12480,primary,leaf_final,16,9.199397519834529,0.7287741150310854,0.001362833427647,0.0320075439648889,CDI3|OZS1|RCD3|SLAC1,"Encodes a membrane protein with 10 predicted transmembrane helices. SLAC1 is a multispanning  membrane protein  expressed predominantly in guard cells that plays a role in regulating cellular ion homeostasis and S-type anion currents. SLAC1 is important for normal stomatal closure in response to a variety of signals including elevated CO2, ozone, ABA, darkness, and humidity. SLAC1:GFP localizes to the plasma membrane."
AT1G15170,primary,leaf_final,16,8.005102831292554,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT1G15350,primary,leaf_final,16,10.105057352940232,-0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT1G56220,primary,leaf_final,16,12.083127239181064,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT1G77130,primary,leaf_final,16,10.759176187025808,-0.7287741150310854,0.001362833427647,0.0320075439648889,GUX3|PGSIP2,
AT2G29060,primary,leaf_final,16,6.390012578328233,-0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT2G36330,primary,leaf_final,16,9.31169206741967,0.7287741150310854,0.001362833427647,0.0320075439648889,CASPL4A3,
AT2G42070,primary,leaf_final,16,9.79264208305035,0.7287741150310854,0.001362833427647,0.0320075439648889,ATNUDT23|ATNUDX23|NUDX23,
AT2G47060,primary,leaf_final,16,10.090219659958583,0.7287741150310854,0.001362833427647,0.0320075439648889,CARK3|PTI1-4,
AT3G07010,primary,leaf_final,16,9.909326189803252,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT3G18535,primary,leaf_final,16,9.203191036466311,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT3G23490,primary,leaf_final,16,11.796889433077435,-0.7287741150310854,0.001362833427647,0.0320075439648889,CYN,cyanase
AT3G28750,primary,leaf_final,16,6.779074075390629,-0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT3G49650,primary,leaf_final,16,8.971055491612047,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT3G55530,primary,leaf_final,16,9.71776107562878,-0.7287741150310854,0.001362833427647,0.0320075439648889,AtSDIR1|SDIR1,Encodes an intracellular membrane localized protein with E3 ligase activity that is involved in regulation of ABA signaling. Loss of function alleles show decreased sensitivity to ABA. Overexpression results in increased sensitivity to ABA.
AT4G15030,primary,leaf_final,16,9.406126800234508,-0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT4G21270,primary,leaf_final,16,8.347963823322548,0.7287741150310854,0.001362833427647,0.0320075439648889,ATK1|KATA|KATAP,Encodes a kinesin-like motor protein heavy chain. Loss of function mutations have reduced fertility and are defective in spindle formation in male meiosis.
AT4G26720,primary,leaf_final,16,9.997448791357431,-0.7287741150310854,0.001362833427647,0.0320075439648889,HCR1|PP4-1|PPX-1|PPX1,"Encodes catalytic subunit of protein phosphatase X. Expressed at very low levels in A. thaliana flowers, leaves, stems and roots."
AT5G22860,primary,leaf_final,16,10.570019432347454,-0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT5G37380,primary,leaf_final,16,9.85892928617709,-0.7287741150310854,0.001362833427647,0.0320075439648889,SLN,
AT5G52540,primary,leaf_final,16,10.821811786101184,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT5G59050,primary,leaf_final,16,8.706561048271979,0.7287741150310854,0.001362833427647,0.0320075439648889,,
AT1G08507,primary,leaf_final,16,6.699347313232853,-0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT1G26762,primary,leaf_final,16,7.504686735373006,-0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT1G55850,primary,leaf_final,16,11.430594975142837,-0.727274579814972,0.0014102250996469,0.0326642000688884,ATCSLE1|CSLE1,encodes a protein similar to cellulose synthase
AT1G58602,primary,leaf_final,16,13.53010656187642,0.727274579814972,0.0014102250996469,0.0326642000688884,RPP7,
AT1G66760,primary,leaf_final,16,10.131932725473524,-0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT1G80400,primary,leaf_final,16,10.223971308048164,-0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT2G21250,primary,leaf_final,16,12.39822464516958,-0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT3G14990,primary,leaf_final,16,12.770510014118509,-0.727274579814972,0.0014102250996469,0.0326642000688884,AtDJ1A|DJ-1a|DJ1A,
AT3G45930,primary,leaf_final,16,9.21667545305594,0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT4G01460,primary,leaf_final,16,9.522887272414115,0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT4G35800,primary,leaf_final,16,12.521883334073571,0.727274579814972,0.0014102250996469,0.0326642000688884,NRPB1|RNA_POL_II_LS|RNA_POL_II_LSRNA_POL_II_LS|RPB1,Encodes the unique largest subunit of nuclear DNA-dependent RNA polymerase II; the ortholog of budding yeast RPB1 and a homolog of the E. coli RNA polymerase beta prime subunit.
AT5G10350,primary,leaf_final,16,10.93334518264848,-0.727274579814972,0.0014102250996469,0.0326642000688884,RRM,
AT5G45310,primary,leaf_final,16,7.190911925748785,0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT5G51530,primary,leaf_final,16,6.338329542409427,0.727274579814972,0.0014102250996469,0.0326642000688884,,
AT5G04105,primary,leaf_final,16,5.973653772869632,0.7266391628914629,0.0014307080499427,0.033106049694497,,
AT1G15125,primary,leaf_final,16,9.132413880080763,0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT1G18660,primary,leaf_final,16,11.175810605318354,-0.7257750445988587,0.0014589518098981,0.0332689078898572,IAP1,
AT1G48500,primary,leaf_final,16,7.172067087902357,0.7257750445988587,0.0014589518098981,0.0332689078898572,AtJAZ4|JAZ4|TIFY6A,
AT1G74430,primary,leaf_final,16,9.425760958278708,-0.7257750445988587,0.0014589518098981,0.0332689078898572,ATMYB95|ATMYBCP66|MYB95,Encodes a putative transcription factor (MYB95).
AT2G08820,primary,leaf_final,16,7.175806956688462,-0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT2G25910,primary,leaf_final,16,11.04152745184991,-0.7257750445988587,0.0014589518098981,0.0332689078898572,AtKH7,
AT2G38530,primary,leaf_final,16,11.897899049329116,-0.7257750445988587,0.0014589518098981,0.0332689078898572,AtLtpI-5|cdf3|LP2|LTP2,"Involved in lipid transfer between membranes. Belongs to a family of Lipid transfer proteins. Sequence similarity to other plant/Arabidopsis LPT genes but highest similarity to LPT1. Stress and pathogen-inducible motifs found in the upstream region. Expressed in flower, leaves and siliques but absent in roots. Predicted to be a member of PR-14 pathogenesis-related protein family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15."
AT3G10410,primary,leaf_final,16,11.967484535282706,-0.7257750445988587,0.0014589518098981,0.0332689078898572,CPY|SCPL49,
AT3G52420,primary,leaf_final,16,9.06758619359798,-0.7257750445988587,0.0014589518098981,0.0332689078898572,ATOEP7|OEP7,encodes a 7 kDa chloroplast outer envelope membrane protein.
AT4G09970,primary,leaf_final,16,8.722468473014143,-0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT4G23540,primary,leaf_final,16,9.325976840739775,0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT4G32160,primary,leaf_final,16,10.36487341597313,-0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT5G05800,primary,leaf_final,16,10.57564528832348,-0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT5G10946,primary,leaf_final,16,9.115562274760018,-0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT5G61490,primary,leaf_final,16,6.559047264805155,-0.7257750445988587,0.0014589518098981,0.0332689078898572,,
AT1G04530,primary,leaf_final,16,10.813303017429128,0.7242755093827453,0.0015090419033562,0.0337569231099634,TPR4,
AT1G08645,primary,leaf_final,16,6.4918582910898905,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT1G10490,primary,leaf_final,16,9.3991544164516,0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT1G21770,primary,leaf_final,16,12.006606710312482,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT2G39795,primary,leaf_final,16,8.411094989338453,0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT2G45250,primary,leaf_final,16,10.106073628570837,-0.7242755093827453,0.0015090419033562,0.0337569231099634,LIN52A,
AT3G07140,primary,leaf_final,16,10.489355504941551,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT3G18190,primary,leaf_final,16,11.612306434907676,0.7242755093827453,0.0015090419033562,0.0337569231099634,CCT4,
AT3G22125,primary,leaf_final,16,7.509949983046059,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT3G50420,primary,leaf_final,16,7.233716550597803,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT4G14820,primary,leaf_final,16,7.23333736949715,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT4G34140,primary,leaf_final,16,10.30332355801202,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT5G10710,primary,leaf_final,16,9.135270099601868,-0.7242755093827453,0.0015090419033562,0.0337569231099634,,
AT5G15020,primary,leaf_final,16,11.667628693709776,0.7242755093827453,0.0015090419033562,0.0337569231099634,SNL2,Encodes a homolog of the transcriptional repressor SIN3 (AT1G24190).
AT5G16120,primary,leaf_final,16,10.589464067500888,-0.7242755093827453,0.0015090419033562,0.0337569231099634,MAGL15,
AT5G19480,primary,leaf_final,16,9.433477347828225,-0.7242755093827453,0.0015090419033562,0.0337569231099634,MED19B,
AT5G20520,primary,leaf_final,16,10.571203027287794,-0.7242755093827453,0.0015090419033562,0.0337569231099634,ABAPT11|WAV2,"Encodes a Bem46-like protein.  WAV2 negatively regulates root bending when roots alter their growth direction. It's not involved in sensing environmental stimuli (e.g. gravity, light, water, touch)."
AT5G45840,primary,leaf_final,16,7.671072855615841,0.7242755093827453,0.0015090419033562,0.0337569231099634,MDIS1,
AT5G48150,primary,leaf_final,16,10.809065440243176,0.7242755093827453,0.0015090419033562,0.0337569231099634,PAT1,Member of GRAS gene family. Semi-dominant mutant has a reduced response to far-red light and appears to act early in the phytochrome A signaling pathway.
AT5G50950,primary,leaf_final,16,11.636408504760118,0.7242755093827453,0.0015090419033562,0.0337569231099634,FUM2,"Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth."
AT3G46770,primary,leaf_final,16,6.096169665932476,0.7228810917117885,0.0015568692192687,0.0344824542914977,REM13,
AT1G03280,primary,leaf_final,16,11.1562857041894,-0.722775974166632,0.0015605241074425,0.0344824542914977,,
AT1G54690,primary,leaf_final,16,9.535590133389272,0.722775974166632,0.0015605241074425,0.0344824542914977,G-H2AX|GAMMA-H2AX|H2AXB|HTA3,"Encodes HTA3, a histone H2A protein. H2AX is a meiosis-specific isoform of histone H2A.  Upon DSB formation, rapid accumulation of phosphorylated  H2AX (&#947;-H2AX) occurs around the break site. H2AX foci accumulate in early G2.  Immunolocalization studies in spread preparations of  wild-type meiocytes at G2/early leptotene revealed  the accumulation of numerous rather diffuse &#947;-H2AX  foci throughout the chromatin. However,  their accumulation is not contemporaneous with  that of AtSPO11-1. At 3 h post-S, no &#947;-H2AX  foci are detected. During the 3- to 5-h window when  AtSPO11-1 foci rapidly disappear, there is an  equally swift accumulation of &#947;-H2AX to a maximum  of >50 diffuse foci. The level of &#947;H2AX then remains  constant for a further 13 h before undergoing a  gradual decrease to 1020 foci in the 18- to 24-h post-S  period. By 30 h the foci have disappeared from the chromatin."
AT1G70250,primary,leaf_final,16,11.026451570536818,-0.722775974166632,0.0015605241074425,0.0344824542914977,LTPG32,Encodes a Protease inhibitor/seed storage/LTP family protein
AT2G28720,primary,leaf_final,16,10.791899201965256,0.722775974166632,0.0015605241074425,0.0344824542914977,HTB3,
AT3G08610,primary,leaf_final,16,12.5633278051201,-0.722775974166632,0.0015605241074425,0.0344824542914977,,
AT3G14840,primary,leaf_final,16,11.40664564687502,0.722775974166632,0.0015605241074425,0.0344824542914977,LIK1,
AT4G18810,primary,leaf_final,16,12.40766603606544,-0.722775974166632,0.0015605241074425,0.0344824542914977,,
AT4G25150,primary,leaf_final,16,9.550803891787275,-0.722775974166632,0.0015605241074425,0.0344824542914977,,
AT4G38480,primary,leaf_final,16,8.226088499865476,-0.722775974166632,0.0015605241074425,0.0344824542914977,ABD1,
AT5G08430,primary,leaf_final,16,10.55486076072715,-0.722775974166632,0.0015605241074425,0.0344824542914977,,
AT5G09970,primary,leaf_final,16,7.154122292138953,-0.722775974166632,0.0015605241074425,0.0344824542914977,CYP78A7,member of CYP78A
AT5G64930,primary,leaf_final,16,10.099016634136136,-0.722775974166632,0.0015605241074425,0.0344824542914977,CPR5|HYS1|OLD1,Regulator of expression of pathogenesis-related (PR) genes. Participates in signal transduction pathways involved in plant defense (systemic acquired resistance -SAR).
AT2G32270,primary,leaf_final,16,5.825812476474347,0.7219837052746344,0.001588296315475,0.035063205621083,ZIP3,A member of Zrt- and Irt-related protein (ZIP) family.  transcript is induced in response to zinc deficiency in the root. also response to iron deficiency.
AT5G39150,primary,leaf_final,16,6.330471629984836,-0.7219032803130231,0.0015911378832487,0.0350930157511649,,
AT1G09610,primary,leaf_final,16,6.615337499669272,0.7212764389505186,0.001613427533227,0.035188869452671,GXM1,
AT1G15870,primary,leaf_final,16,6.5806218670188885,0.7212764389505186,0.001613427533227,0.035188869452671,,
AT1G64380,primary,leaf_final,16,7.1289193582672725,0.7212764389505186,0.001613427533227,0.035188869452671,ERF61,encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 8 members in this subfamily including RAP2.4.
AT1G78270,primary,leaf_final,16,9.624078119683078,0.7212764389505186,0.001613427533227,0.035188869452671,AtUGT85A4|UGT85A4,
AT2G30530,primary,leaf_final,16,10.839072069099192,-0.7212764389505186,0.001613427533227,0.035188869452671,MadA4,
AT2G39570,primary,leaf_final,16,11.611538364123597,-0.7212764389505186,0.001613427533227,0.035188869452671,ACR9,
AT3G04670,primary,leaf_final,16,10.05985008033439,-0.7212764389505186,0.001613427533227,0.035188869452671,ATWRKY39|WRKY39,member of WRKY Transcription Factor; Group II-d
AT3G28270,primary,leaf_final,16,12.732454907547782,-0.7212764389505186,0.001613427533227,0.035188869452671,AFL1,
AT3G63440,primary,leaf_final,16,8.452053814130954,0.7212764389505186,0.001613427533227,0.035188869452671,ATCKX6|ATCKX7|CKX6,"This gene used to be called AtCKX7. It encodes a protein whose sequence is similar to cytokinin oxidase/dehydrogenase, which catalyzes the degradation of cytokinins."
AT5G58700,primary,leaf_final,16,8.961977061940955,-0.7212764389505186,0.001613427533227,0.035188869452671,ATPLC4|PLC4,
AT5G65140,primary,leaf_final,16,9.037831538509511,0.7212764389505186,0.001613427533227,0.035188869452671,TPPJ,
ATMG00730,primary,leaf_final,16,6.82752802086575,-0.7212764389505186,0.001613427533227,0.035188869452671,COX3,Encodes cytochrome c oxidase subunit 3.
AT1G05680,primary,leaf_final,16,8.036095209692427,-0.7197769037344053,0.0016677816765559,0.03558287052982,UGT74E2,"Encodes a UDP-glucosyltransferase, UGT74E2,  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment."
AT1G12010,primary,leaf_final,16,7.0599995257913255,0.7197769037344053,0.0016677816765559,0.03558287052982,ACO3,Encodes a protein that appears to have 1-amino-cyclopropane-1-carboxylic acid oxidase activity based on mutant analyses.
AT1G24267,primary,leaf_final,16,11.880586382462663,-0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT1G31820,primary,leaf_final,16,9.44070907843129,-0.7197769037344053,0.0016677816765559,0.03558287052982,PUT1,
AT1G47290,primary,leaf_final,16,9.00182367728197,0.7197769037344053,0.0016677816765559,0.03558287052982,3BETAHSD/D1|AT3BETAHSD/D1,"Encodes an enzyme with 3&#946;-hydroxysteroid dehydrogenase/C4-decarboxylase activity <i>in vitro</i>. The activity of the enzyme was determined using microsomal extracts of yeast overexpressing the <i>Arabidopsis</i> gene. Cytosolic fractions failed to be associated to the activity, leading to the speculation that the enzyme is membrane-bound."
AT1G50480,primary,leaf_final,16,13.48756436224145,0.7197769037344053,0.0016677816765559,0.03558287052982,THFS,"10-formyltetrahydrofolate synthetase (THFS) mRNA, complete"
AT1G70330,primary,leaf_final,16,10.80894440070112,0.7197769037344053,0.0016677816765559,0.03558287052982,"ENT1|ENT1,AT",encodes an adenosine transporter that catalyze a proton-dependent adenosine transport.
AT2G02100,primary,leaf_final,16,10.893890690158596,-0.7197769037344053,0.0016677816765559,0.03558287052982,LCR69|PDF2.2,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2."
AT2G30620,primary,leaf_final,16,12.391849459070444,0.7197769037344053,0.0016677816765559,0.03558287052982,H1.2|HON2,
AT2G33250,primary,leaf_final,16,10.687482559821111,-0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT2G45600,primary,leaf_final,16,9.55248821306073,0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT2G46630,primary,leaf_final,16,9.753811426625512,0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT3G01840,primary,leaf_final,16,6.489725723214756,0.7197769037344053,0.0016677816765559,0.03558287052982,LYK2,
AT3G26450,primary,leaf_final,16,13.507582980365893,-0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT4G01280,primary,leaf_final,16,10.097873504812943,-0.7197769037344053,0.0016677816765559,0.03558287052982,RVE5,
AT4G16520,primary,leaf_final,16,13.31366082764774,-0.7197769037344053,0.0016677816765559,0.03558287052982,ATG8F,
AT4G18800,primary,leaf_final,16,8.868774496971266,0.7197769037344053,0.0016677816765559,0.03558287052982,ATHSGBP|ATRAB11B|ATRABA1D|RABA1d,
AT4G37640,primary,leaf_final,16,11.623678681236182,0.7197769037344053,0.0016677816765559,0.03558287052982,ACA2,Encodes a calmodulin-regulated Ca(2+)-pump located in the endoplasmic reticulum.  Belongs to plant 2B ATPase's with an N-terminal autoinhibitor.
AT4G37980,primary,leaf_final,16,12.640738855067667,0.7197769037344053,0.0016677816765559,0.03558287052982,ATCAD7|CAD7|CHR|ELI3|ELI3-1,
AT5G04080,primary,leaf_final,16,9.271057011943068,-0.7197769037344053,0.0016677816765559,0.03558287052982,AthCYSTM12,
AT5G08391,primary,leaf_final,16,7.093210897649176,-0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT5G18080,primary,leaf_final,16,7.692595361039307,0.7197769037344053,0.0016677816765559,0.03558287052982,SAUR24,
AT5G24760,primary,leaf_final,16,9.90660878318419,-0.7197769037344053,0.0016677816765559,0.03558287052982,,
AT5G47030,primary,leaf_final,16,12.142810869025247,0.7197769037344053,0.0016677816765559,0.03558287052982,,Encodes the mitochondrial ATP synthase subunit delta.
AT1G10460,primary,leaf_final,16,6.1061713308338375,0.7184245368974977,0.0017180702781597,0.0359910072681933,GLP7,germin-like protein (GLP7)
