gene_set,analysis,covariate,direction,go_id,go_name,go_aspect,genes_in_set,genes_in_term,overlap,fold_enrichment,p_value,example_genes,fdr
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0044242,obsolete cellular lipid catabolic process,biological_process,108,64,1,1.524884259259259,0.4837471658843439,AT5G43300,0.7619017862678418
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006364,rRNA processing,biological_process,108,159,2,1.2275797810389004,0.4870034408236074,AT2G42650;AT3G13580,0.763559693418009
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0016874,ligase activity,molecular_function,108,159,2,1.2275797810389004,0.4870034408236074,AT1G28130;AT5G54510,0.763559693418009
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0019219,regulation of nucleobase-containing compound metabolic process,biological_process,108,740,8,1.055055055055055,0.4908977134875539,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G49830;AT4G35050,0.7679280258394466
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006401,RNA catabolic process,biological_process,108,66,1,1.478675645342312,0.4943371890829002,AT2G39780,0.7698329708639322
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0048731,system development,biological_process,108,66,1,1.478675645342312,0.4943371890829002,AT5G24690,0.7698329708639322
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0000149,SNARE binding,molecular_function,108,67,1,1.456605859590934,0.4995512031729371,AT1G02010,0.7744719995499897
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0015078,proton transmembrane transporter activity,molecular_function,108,67,1,1.456605859590934,0.4995512031729371,AT2G38170,0.7744719995499897
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0010468,regulation of gene expression,biological_process,108,845,9,1.039447731755424,0.5027371921569862,AT1G05710;AT1G20930;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G49830,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009314,response to radiation,biological_process,108,68,1,1.4351851851851851,0.5047119469958459,AT5G58760,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0033043,regulation of organelle organization,biological_process,108,68,1,1.4351851851851851,0.5047119469958459,AT3G52190,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0032502,developmental process,biological_process,108,165,2,1.1829405162738496,0.5066536790661742,AT3G44970;AT5G24690,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006396,RNA processing,biological_process,108,458,5,1.0654213165130195,0.5075766893468318,AT2G42650;AT3G11220;AT3G13580;AT3G14580;AT5G65180,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0004540,RNA nuclease activity,molecular_function,108,69,1,1.4143853998926463,0.5098199597655607,AT2G39780,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006261,DNA-templated DNA replication,biological_process,108,69,1,1.4143853998926463,0.5098199597655607,AT3G02860,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0048285,organelle fission,biological_process,108,69,1,1.4143853998926463,0.5098199597655607,AT4G29170,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0098657,import into cell,biological_process,108,69,1,1.4143853998926463,0.5098199597655607,AT2G19470,0.7747921756963456
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0008374,obsolete O-acyltransferase activity,molecular_function,108,70,1,1.3941798941798942,0.514875775288941,AT2G17640,0.7773614646519306
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009896,positive regulation of catabolic process,biological_process,108,70,1,1.3941798941798942,0.514875775288941,AT3G09890,0.7773614646519306
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0022853,active monoatomic ion transmembrane transporter activity,molecular_function,108,70,1,1.3941798941798942,0.514875775288941,AT2G38170,0.7773614646519306
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0016072,rRNA metabolic process,biological_process,108,168,2,1.1618165784832453,0.5162967792211656,AT2G42650;AT3G13580,0.7778123217397125
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0008033,tRNA processing,biological_process,108,71,1,1.3745435576421492,0.5198799220194849,AT3G11220,0.7815114662895943
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0051171,obsolete regulation of nitrogen compound metabolic process,biological_process,108,858,9,1.0236985236985237,0.5216463134048973,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G09890;AT3G49830,0.782469470107346
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1903311,regulation of mRNA metabolic process,biological_process,108,72,1,1.3554526748971192,0.5248329231105052,AT2G38610,0.7853246703939692
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0000278,mitotic cell cycle,biological_process,108,171,2,1.141433831492311,0.5258162295278525,AT1G20930;AT3G02860,0.7853246703939692
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0090150,establishment of protein localization to membrane,biological_process,108,73,1,1.336884830035515,0.5297352964677906,AT3G56930,0.7860954185271496
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1901617,obsolete organic hydroxy compound biosynthetic process,biological_process,108,73,1,1.336884830035515,0.5297352964677906,AT3G44970,0.7860954185271496
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1901698,response to nitrogen compound,biological_process,108,73,1,1.336884830035515,0.5297352964677906,AT5G50200,0.7860954185271496
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0080090,regulation of primary metabolic process,biological_process,108,867,9,1.0130718954248366,0.5346091561635804,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G09890;AT3G49830,0.7916327889345326
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005773,vacuole,cellular_component,108,175,2,1.1153439153439153,0.5383139910947967,AT2G38170;AT3G26590,0.7953394330612125
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0060255,regulation of macromolecule metabolic process,biological_process,108,969,10,1.0071474983755686,0.5394076963041412,AT1G05710;AT1G20930;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G09890,0.7953394330612125
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006260,DNA replication,biological_process,108,76,1,1.2841130604288498,0.5441437515735734,AT3G02860,0.7969122108440987
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009259,ribonucleotide metabolic process,biological_process,108,76,1,1.2841130604288498,0.5441437515735734,AT5G22500,0.7969122108440987
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0051128,regulation of cellular component organization,biological_process,108,76,1,1.2841130604288498,0.5441437515735734,AT3G52190,0.7969122108440987
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0140513,nuclear protein-containing complex,cellular_component,108,577,6,1.0148276526092816,0.5450741528717211,AT1G27720;AT2G37060;AT3G11220;AT3G28956;AT3G49830;AT5G05680,0.7969122108440987
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0098655,monoatomic cation transmembrane transport,biological_process,108,78,1,1.2511870845204178,0.5535055131506192,AT2G38170,0.8075354118176403
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0004386,helicase activity,molecular_function,108,79,1,1.2353492733239568,0.5581147087709338,AT3G49830,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0017171,serine hydrolase activity,molecular_function,108,80,1,1.2199074074074072,0.5626767593829916,AT3G10450,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0043226,organelle,cellular_component,108,4815,49,0.9931541094573284,0.5635076280142517,AT1G02010;AT1G05710;AT1G08650;AT1G14040;AT1G19140;AT1G20930;AT1G21650;AT1G26730,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009507,chloroplast,cellular_component,108,286,3,1.0236985236985237,0.5650886728465606,AT1G21650;AT3G27190;AT5G24690,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0008047,enzyme activator activity,molecular_function,108,81,1,1.2048468221307729,0.567192142746915,AT3G52190,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0016407,acetyltransferase activity,molecular_function,108,81,1,1.2048468221307729,0.567192142746915,AT2G17640,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0030684,preribosome,cellular_component,108,81,1,1.2048468221307729,0.567192142746915,AT2G42650,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0034220,monoatomic ion transmembrane transport,biological_process,108,81,1,1.2048468221307729,0.567192142746915,AT2G38170,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0043414,macromolecule methylation,biological_process,108,81,1,1.2048468221307729,0.567192142746915,AT5G23330,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0043565,sequence-specific DNA binding,molecular_function,108,490,5,0.9958427815570672,0.5683162210941963,AT1G05710;AT1G29270;AT1G35460;AT2G37060;AT3G53270,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0000166,nucleotide binding,molecular_function,108,185,2,1.055055055055055,0.5685677567932217,AT1G21650;AT3G15620,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1901265,nucleoside phosphate binding,molecular_function,108,185,2,1.055055055055055,0.5685677567932217,AT1G21650;AT3G15620,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0008104,intracellular protein localization,biological_process,108,390,4,1.0009496676163343,0.5704513069420717,AT1G02010;AT3G52190;AT3G56930;AT5G05680,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0070727,obsolete cellular macromolecule localization,biological_process,108,390,4,1.0009496676163343,0.5704513069420717,AT1G02010;AT3G52190;AT3G56930;AT5G05680,0.8084309932737335
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006650,glycerophospholipid metabolic process,biological_process,108,82,1,1.1901535682023483,0.5716613318264955,AT5G43300,0.8084924550117579
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0019222,regulation of metabolic process,biological_process,108,996,10,0.979845307154544,0.5756436747667069,AT1G05710;AT1G20930;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G09890,0.8093513258153061
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0098662,obsolete inorganic cation transmembrane transport,biological_process,108,83,1,1.1758143685854527,0.5760847948368936,AT2G38170,0.8093513258153061
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006886,intracellular protein transport,biological_process,108,291,3,1.0061092019854905,0.5769401947370292,AT1G02010;AT3G56930;AT5G05680,0.8093513258153061
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009536,plastid,cellular_component,108,291,3,1.0061092019854905,0.5769401947370292,AT1G21650;AT3G27190;AT5G24690,0.8093513258153061
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0034655,nucleobase-containing compound catabolic process,biological_process,108,84,1,1.1618165784832453,0.580462995291863,AT2G39780,0.8095969598613056
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0071310,obsolete cellular response to organic substance,biological_process,108,84,1,1.1618165784832453,0.580462995291863,AT5G05440,0.8095969598613056
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005737,cytoplasm,cellular_component,108,4056,41,0.9865128935641756,0.5806200419207344,AT1G02010;AT1G08650;AT1G14040;AT1G17170;AT1G17720;AT1G19140;AT1G20930;AT1G21650,0.8095969598613056
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0019693,ribose phosphate metabolic process,biological_process,108,85,1,1.148148148148148,0.5847963920505159,AT5G22500,0.8137829311064407
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0140640,"catalytic activity, acting on a nucleic acid",molecular_function,108,398,4,0.9808300763074632,0.5866780906542624,AT1G67500;AT2G39780;AT3G15620;AT3G49830,0.8147653643755588
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0031461,cullin-RING ubiquitin ligase complex,cellular_component,108,86,1,1.1347975882859602,0.5890854393636241,AT4G38480,0.816472418957983
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006913,nucleocytoplasmic transport,biological_process,108,87,1,1.1217539378458916,0.5933305869194619,AT5G05680,0.8174514845629963
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0042170,plastid membrane,cellular_component,108,87,1,1.1217539378458916,0.5933305869194619,AT5G24690,0.8174514845629963
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0051169,nuclear transport,biological_process,108,87,1,1.1217539378458916,0.5933305869194619,AT5G05680,0.8174514845629963
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009059,macromolecule biosynthetic process,biological_process,108,505,5,0.9662632929959662,0.5954785924029001,AT1G27720;AT1G67500;AT3G28956;AT3G53270;AT3G56930,0.818156479822633
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0010556,regulation of macromolecule biosynthetic process,biological_process,108,709,7,0.9635375855404064,0.5962034953974453,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT3G49830;AT4G35050,0.818156479822633
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0140677,molecular function activator activity,molecular_function,108,88,1,1.109006734006734,0.5975322798892018,AT3G52190,0.8183594268047764
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0035251,UDP-glucosyltransferase activity,molecular_function,108,89,1,1.0965459841864336,0.6016909589718626,AT2G36800,0.8224296539792916
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009894,regulation of catabolic process,biological_process,108,90,1,1.0843621399176957,0.6058070604388074,AT3G09890,0.8264257733938848
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0031326,obsolete regulation of cellular biosynthetic process,biological_process,108,719,7,0.95013650646474,0.6112551019593776,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT3G49830;AT4G35050,0.8290588018587238
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0044248,obsolete cellular catabolic process,biological_process,108,306,3,0.95679012345679,0.6112819588798328,AT2G39780;AT3G09260;AT5G43300,0.8290588018587238
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0140110,transcription regulator activity,molecular_function,108,514,5,0.9493442859201612,0.61132618722916,AT1G05710;AT1G29270;AT1G35460;AT2G37060;AT3G55560,0.8290588018587238
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0015291,secondary active transmembrane transporter activity,molecular_function,108,92,1,1.0607890499194848,0.613913253736698,AT2G38170,0.8297504394881252
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009889,regulation of biosynthetic process,biological_process,108,721,7,0.9475008989572096,0.6142308448158849,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT3G49830;AT4G35050,0.8297504394881252
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0044270,obsolete cellular nitrogen compound catabolic process,biological_process,108,93,1,1.0493827160493827,0.6179041963665257,AT2G39780,0.8298597055852758
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0046700,obsolete heterocycle catabolic process,biological_process,108,93,1,1.0493827160493827,0.6179041963665257,AT2G39780,0.8298597055852758
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0072657,protein localization to membrane,biological_process,108,93,1,1.0493827160493827,0.6179041963665257,AT3G56930,0.8298597055852758
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0003682,chromatin binding,molecular_function,108,96,1,1.0165895061728396,0.6296334236362269,AT4G35050,0.8423474181079251
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0046486,glycerolipid metabolic process,biological_process,108,96,1,1.0165895061728396,0.6296334236362269,AT5G43300,0.8423474181079251
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0043229,intracellular organelle,cellular_component,108,4809,48,0.974099489383332,0.6339155443120015,AT1G02010;AT1G05710;AT1G08650;AT1G14040;AT1G19140;AT1G20930;AT1G21650;AT1G26730,0.8464421429830772
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005694,chromosome,cellular_component,108,210,2,0.929453262786596,0.6378967349405864,AT3G49830;AT5G61460,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0022626,cytosolic ribosome,cellular_component,108,210,2,0.929453262786596,0.6378967349405864,AT2G42650;AT3G13580,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005743,mitochondrial inner membrane,cellular_component,108,99,1,0.9857837635615412,0.641005829994332,AT1G19140,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0098660,obsolete inorganic ion transmembrane transport,biological_process,108,99,1,0.9857837635615412,0.641005829994332,AT2G38170,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0071702,obsolete organic substance transport,biological_process,108,532,5,0.9172236145920356,0.6419463491962695,AT1G02010;AT2G38170;AT3G52190;AT3G56930;AT5G05680,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005618,cell wall,cellular_component,108,100,1,0.975925925925926,0.6447192071000314,AT5G39150,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0030312,external encapsulating structure,cellular_component,108,100,1,0.975925925925926,0.6447192071000314,AT5G39150,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1901607,obsolete alpha-amino acid biosynthetic process,biological_process,108,100,1,0.975925925925926,0.6447192071000314,AT3G63250,0.8477996404560185
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0016787,hydrolase activity,molecular_function,108,1257,12,0.9316715283302396,0.6480268002977188,AT1G31480;AT2G17280;AT2G26300;AT2G39780;AT2G46880;AT3G02870;AT3G09260;AT3G10150,0.8484961187662539
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0030001,metal ion transport,biological_process,108,101,1,0.9662632929959662,0.6483945256472723,AT2G38170,0.8484961187662539
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0031323,obsolete regulation of cellular metabolic process,biological_process,108,849,8,0.9196004013436286,0.6497795927432304,AT1G05710;AT1G29270;AT1G35460;AT1G75520;AT2G37060;AT2G38610;AT3G49830;AT4G35050,0.8484961187662539
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0019538,protein metabolic process,biological_process,108,1563,15,0.9365891803511766,0.6501463767169997,AT1G08650;AT1G20930;AT1G61400;AT2G19470;AT3G09890;AT3G49830;AT3G56930;AT3G57770,0.8484961187662539
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0035639,purine ribonucleoside triphosphate binding,molecular_function,108,102,1,0.95679012345679,0.6520321720913852,AT1G21650,0.8493576978558834
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005794,Golgi apparatus,cellular_component,108,433,4,0.9015481994696776,0.6533894401597453,AT1G14040;AT1G26730;AT1G70090;AT3G56930,0.8495288593446595
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0071705,nitrogen compound transport,biological_process,108,435,4,0.8974031502767134,0.6569810246556864,AT1G02010;AT3G52190;AT3G56930;AT5G05680,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0016779,nucleotidyltransferase activity,molecular_function,108,104,1,0.9383903133903134,0.6591959750927456,AT1G67500,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0008194,UDP-glycosyltransferase activity,molecular_function,108,105,1,0.929453262786596,0.662722885277681,AT2G36800,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0008652,amino acid biosynthetic process,biological_process,108,105,1,0.929453262786596,0.662722885277681,AT3G63250,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0016020,membrane,cellular_component,108,1882,18,0.9334041799504074,0.6659728191473322,AT1G02010;AT1G14040;AT1G19140;AT1G26730;AT1G54730;AT1G61400;AT2G26300;AT2G28120,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0000785,chromatin,cellular_component,108,106,1,0.9206848357791751,0.6662136306911943,AT3G49830,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0006163,purine nucleotide metabolic process,biological_process,108,106,1,0.9206848357791751,0.6662136306911943,AT5G22500,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0007005,mitochondrion organization,biological_process,108,106,1,0.9206848357791751,0.6662136306911943,AT5G09570,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0000976,transcription cis-regulatory region binding,molecular_function,108,332,3,0.8818607764390896,0.6663288063068264,AT1G05710;AT1G35460;AT2G37060,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0001067,transcription regulatory region nucleic acid binding,molecular_function,108,332,3,0.8818607764390896,0.6663288063068264,AT1G05710;AT1G35460;AT2G37060,0.8503975373308117
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0010467,gene expression,biological_process,108,759,7,0.9000634362953204,0.6684261740585621,AT2G42650;AT3G11220;AT3G13580;AT3G14580;AT5G05680;AT5G48120;AT5G65180,0.8515061371738667
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0044283,small molecule biosynthetic process,biological_process,108,224,2,0.8713624338624338,0.6727945852591048,AT1G19140;AT3G63250,0.8539079525844547
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0051668,localization within membrane,biological_process,108,108,1,0.9036351165980796,0.6730880931117796,AT3G56930,0.8539079525844547
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0022618,protein-RNA complex assembly,biological_process,108,109,1,0.8953448861705742,0.676472533865607,AT3G49830,0.8539079525844547
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0032555,purine ribonucleotide binding,molecular_function,108,109,1,0.8953448861705742,0.676472533865607,AT1G21650,0.8539079525844547
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0050790,regulation of catalytic activity,biological_process,108,109,1,0.8953448861705742,0.676472533865607,AT4G12390,0.8539079525844547
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0019439,obsolete aromatic compound catabolic process,biological_process,108,110,1,0.8872053872053871,0.6798222574148848,AT2G39780,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0005911,cell-cell junction,cellular_component,108,111,1,0.8792125458792126,0.6831376165902631,AT4G15800,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0065009,regulation of molecular function,biological_process,108,111,1,0.8792125458792126,0.6831376165902631,AT4G12390,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0070161,anchoring junction,cellular_component,108,111,1,0.8792125458792126,0.6831376165902631,AT4G15800,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0030054,cell junction,cellular_component,108,112,1,0.8713624338624338,0.6864189606700648,AT4G15800,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0071826,protein-RNA complex organization,biological_process,108,112,1,0.8713624338624338,0.6864189606700648,AT3G49830,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0022857,transmembrane transporter activity,molecular_function,108,667,6,0.8778943861402632,0.6869505136309438,AT1G14040;AT1G26730;AT1G54730;AT2G38170;AT3G26590;AT5G50200,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0072521,purine-containing compound metabolic process,biological_process,108,113,1,0.8636512618813503,0.6896666354157137,AT5G22500,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1901361,obsolete organic cyclic compound catabolic process,biological_process,108,113,1,0.8636512618813503,0.6896666354157137,AT2G39780,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:1990837,sequence-specific double-stranded DNA binding,molecular_function,108,344,3,0.8510981912144702,0.6897774092759217,AT1G05710;AT1G35460;AT2G37060,0.8551265556855344
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0051173,obsolete positive regulation of nitrogen compound metabolic process,biological_process,108,232,2,0.8413154533844188,0.6914984343240299,AT1G75520;AT3G09890,0.855729312475987
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0032259,methylation,biological_process,108,114,1,0.8560753736192331,0.6928809831068141,AT5G23330,0.8559118026613586
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0010604,positive regulation of macromolecule metabolic process,biological_process,108,234,2,0.8341247230136118,0.6960363278599169,AT1G75520;AT3G09890,0.857616384292396
within_lunar|leaf_rate_per_day|down,within_lunar,leaf_rate_per_day,down,GO:0009893,positive regulation of metabolic process,biological_process,108,235,2,0.830575256107171,0.6982847688945513,AT1G75520;AT3G09890,0.857616384292396
