generic,mission,sample_type,sample_subtype,original_weight_g,pristinity_pct,station,landmark,generic_description,has_pds_photos,n_pds_photos,n_pds_jpegs,has_compendium,compendium_url,has_thin_section,has_3d_scan,has_display,is_osd476_regolith
72737,Apollo 17,Breccia,Impact Melt,3.33,100.0,2,,"micropoikilitic, clast poor",True,3,3,False,,False,False,False,False
72738,Apollo 17,Breccia,Impact Melt,23.75,95.242,2,,"microsubophitic, clast poor",True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/72738.pdf,True,False,False,False
73001,Apollo 17,Core,Unsieved,809.0,100.0,3,LARA CRATER,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/73001.pdf,False,False,False,False
73002,Apollo 17,Core,Unsieved,429.7,100.0,3,LARA CRATER,,False,0,0,False,,False,False,False,False
73010,Apollo 17,Soil,Unsieved,34.56,100.0,2A,LRV-4,,False,0,0,False,,False,False,False,False
73120,Apollo 17,Soil,Unsieved,100.2,99.8,2A,LRV-4,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73121,Apollo 17,Soil,<1 mm,179.7,89.479,2A,LRV-4,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/73121.pdf,True,False,False,False
73122,Apollo 17,Soil,1-2 mm,5.25,98.476,2A,LRV-4,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73123,Apollo 17,Soil,2-4 mm,2.03,100.0,2A,LRV-4,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73124,Apollo 17,Soil,4-10 mm,0.5,92.0,2A,LRV-4,"3 fragments from 73120, see apollo 17 coarse fines (4-10mm) catalog",True,3,3,False,,False,False,False,False
73130,Apollo 17,Soil,Unsieved,77.2,99.22,2A,SOUTH MASSIF,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73131,Apollo 17,Soil,<1 mm,132.3,97.116,2A,SOUTH MASSIF,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/73131.pdf,False,False,False,False
73132,Apollo 17,Soil,1-2 mm,10.38,100.0,2A,SOUTH MASSIF,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73133,Apollo 17,Soil,2-4 mm,8.58,100.0,2A,SOUTH MASSIF,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73134,Apollo 17,Soil,4-10 mm,9.61,98.96,2A,SOUTH MASSIF,"many dust-coated fragments from 73130, see apollo 17 coarse fines (4-10mm) catalog",True,12,12,False,,False,False,False,False
73140,Apollo 17,Soil,Unsieved,121.6,99.92,2A,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73141,Apollo 17,Soil,<1 mm,191.4,91.896,2A,,"Fines, < 1MM",False,0,0,False,,True,False,False,False
73142,Apollo 17,Soil,1-2 mm,11.69,93.584,2A,,"Fines, 1-2MM",False,0,0,False,,True,False,False,False
73143,Apollo 17,Soil,2-4 mm,7.84,93.622,2A,,"Fines, 2-4MM",False,0,0,False,,True,False,False,False
73144,Apollo 17,Soil,4-10 mm,4.47,93.512,2A,,"27 fragments from 73140, see apollo 17 coarse fines (4-10mm) catalog",True,8,8,False,,False,False,False,False
73145,Apollo 17,Breccia,Impact Melt,5.6,100.0,2A,LRV-4,"micropoikilitic, clast poor",True,2,2,False,,False,False,False,False
73146,Apollo 17,Crustal,Cataclasite,3.01,90.033,2A,NANSEN CRATER,"troctolitic, anorthositic, cataclasite",True,2,2,False,,True,False,False,False
73150,Apollo 17,Soil,Unsieved,52.56,97.98,2A,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73151,Apollo 17,Soil,<1 mm,101.2,98.516,2A,,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/73151.pdf,True,False,False,False
73152,Apollo 17,Soil,1-2 mm,3.57,100.0,2A,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73153,Apollo 17,Soil,2-4 mm,1.31,100.0,2A,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73154,Apollo 17,Soil,4-10 mm,0.31,100.0,3,,"3 fragments from 73150, see apollo 17 coarse fines (4-10mm) catalog",True,4,4,False,,False,False,False,False
73155,Apollo 17,Breccia,Impact Melt,79.3,93.404,2A,NANSEN CRATER,"fine-grained, clast poor",True,46,46,True,https://curator.jsc.nasa.gov/lunar/lsc/73155.pdf,True,False,False,False
73156,Apollo 17,Breccia,Impact Melt,3.2,100.0,2A,NANSEN CRATER,"crystalline, fine-grained, clast poor",True,2,2,False,,False,False,False,False
73210,Apollo 17,Soil,Unsieved,37.89,73.9,3,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73211,Apollo 17,Soil,<1 mm,51.95,97.093,3,,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/73211.pdf,False,False,False,False
73212,Apollo 17,Soil,1-2 mm,3.47,100.0,3,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73213,Apollo 17,Soil,2-4 mm,2.8,100.0,3,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73214,Apollo 17,Soil,4-10 mm,2.47,92.43,3,,"11 fragments from 73210, see apollo 17 coarse fines (4-10mm) catalog",True,6,6,False,,True,False,False,False
73215,Apollo 17,Breccia,Impact Melt,1062.0,84.402,3,,"aphanitic, clast rich, polymict",True,100,100,True,https://curator.jsc.nasa.gov/lunar/lsc/73215.pdf,True,False,False,False
73216,Apollo 17,Breccia,Impact Melt,162.2,94.094,3,,"fine-grained, clast poor",True,47,47,True,https://curator.jsc.nasa.gov/lunar/lsc/73216.pdf,True,False,False,False
73217,Apollo 17,Breccia,Impact Melt,138.8,89.25,3,,"fine-grained, clast rich, polymict",True,17,17,True,https://curator.jsc.nasa.gov/lunar/lsc/73217.pdf,True,False,False,False
73218,Apollo 17,Breccia,Impact Melt,39.67,93.471,3,,"fine-grained, clast poor",True,38,38,True,https://curator.jsc.nasa.gov/lunar/lsc/73218.pdf,True,False,False,False
73219,Apollo 17,Basalt,Ilmenite,2.9,88.889,3,,"unclassified, fine-grained, olivine microporphyritic, radiate",True,2,2,False,,True,False,False,False
73220,Apollo 17,Soil,Unsieved,20.8,99.04,3,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73221,Apollo 17,Soil,<1 mm,48.11,77.574,3,,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/73221.pdf,True,False,False,False
73222,Apollo 17,Soil,1-2 mm,2.71,90.406,3,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73223,Apollo 17,Soil,2-4 mm,2.61,100.0,3,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73224,Apollo 17,Soil,4-10 mm,1.65,87.212,3,,"7 fragments from 73220, see apollo 17 coarse fines (4-10mm) catalog",True,5,5,False,,True,False,False,False
73225,Apollo 17,Breccia,Impact Melt,3.66,95.656,3,,"crystalline, fine-grained, clast poor",True,2,2,False,,True,False,False,False
73230,Apollo 17,Soil,Unsieved,21.34,86.13,3,,,False,0,0,False,,False,False,False,False
73235,Apollo 17,Breccia,Impact Melt,878.3,88.498,3,,"aphanitic, clast rich, polymict",True,38,38,True,https://curator.jsc.nasa.gov/lunar/lsc/73235.pdf,True,False,False,False
73240,Apollo 17,Soil,Unsieved,114.7,99.39,3,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73241,Apollo 17,Soil,<1 mm,192.7,89.605,3,,"Fines, < 1MM",False,0,0,False,,True,False,False,False
73242,Apollo 17,Soil,1-2 mm,14.94,91.633,3,,"Fines, 1-2MM",False,0,0,False,,True,False,False,False
73243,Apollo 17,Soil,2-4 mm,14.38,65.17,3,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73244,Apollo 17,Soil,4-10 mm,22.25,88.593,3,,"75 fragments from 73240, see apollo 17 coarse fines (4-10mm) catalog",True,16,16,False,,True,False,False,False
73245,Apollo 17,Breccia,Impact Melt,1.6,81.56,3,,"crystalline, fine-grained, clast poor",True,2,2,False,,True,False,False,False
73250,Apollo 17,Soil,Unsieved,15.25,83.41,3,,,False,0,0,False,,False,False,False,False
73255,Apollo 17,Breccia,Impact Melt,394.1,81.554,3,,"aphanitic, clast rich, polymict",True,114,114,True,https://curator.jsc.nasa.gov/lunar/lsc/73255.pdf,True,False,False,False
73260,Apollo 17,Soil,Unsieved,103.5,99.0,3,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73261,Apollo 17,Soil,<1 mm,194.8,93.695,3,,"Fines, < 1MM",False,0,0,False,,True,False,False,False
73262,Apollo 17,Soil,1-2 mm,12.01,95.84,3,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73263,Apollo 17,Soil,2-4 mm,9.47,85.533,3,,"Fines, 2-4MM",False,0,0,False,,True,False,False,False
73264,Apollo 17,Soil,4-10 mm,6.45,94.57,3,,"25 fragments from 73260, see apollo 17 coarse fines (4-10mm) catalog",True,6,6,False,,False,False,False,False
73270,Apollo 17,Soil,Unsieved,22.43,90.37,3,,,False,0,0,False,,False,False,False,False
73275,Apollo 17,Breccia,Impact Melt,429.6,90.392,3,,"micropoikilitic, clast poor",True,14,14,True,https://curator.jsc.nasa.gov/lunar/lsc/73275.pdf,True,False,False,False
73280,Apollo 17,Soil,Unsieved,53.54,99.38,3,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
73281,Apollo 17,Soil,<1 mm,95.75,91.786,3,,"Fines, < 1MM",False,0,0,False,,True,False,False,False
73282,Apollo 17,Soil,1-2 mm,5.38,95.17,3,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
73283,Apollo 17,Soil,2-4 mm,4.74,100.0,3,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
73284,Apollo 17,Soil,4-10 mm,7.14,94.68,3,,"25 fragments from 73280, see apollo 17 coarse fines (4-10mm) catalog",True,7,7,False,,False,False,False,False
73285,Apollo 17,Breccia,Regolith,2.6,100.0,3,,glass-coated polymict breccia,True,2,2,False,,False,False,False,False
74001,Apollo 17,Core,Unsieved,1072.0,74.722,4,SHORTY CRATER,,True,5,5,False,,True,False,False,False
74002,Apollo 17,Core,Unsieved,909.6,74.547,4,SHORTY CRATER,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/74002.pdf,True,False,False,False
74010,Apollo 17,Soil,Unsieved,22.52,37.83,4,,,False,0,0,False,,False,False,False,False
74110,Apollo 17,Soil,Unsieved,92.12,97.11,3,LRV-5,"Fines, Unsieved",False,0,0,False,,False,False,False,False
74111,Apollo 17,Soil,<1 mm,116.8,98.861,3,LRV-5,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/74111.pdf,False,False,False,False
74112,Apollo 17,Soil,1-2 mm,11.12,100.0,3,LRV-5,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
74113,Apollo 17,Soil,2-4 mm,12.11,100.0,3,LRV-5,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
74114,Apollo 17,Soil,4-10 mm,13.26,56.85,3,LRV-5,"30 fragments from 73410, see apollo 17 coarse fines (4-10mm) catalog",True,3,3,False,,True,False,False,False
74115,Apollo 17,Breccia,Regolith,15.36,81.81,3,LRV-5,"light gray, friable, unstudied",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/74115.pdf,True,False,False,False
74116,Apollo 17,Breccia,Regolith,12.68,89.109,3,LRV-5,"light gray, friable, unstudied",False,0,0,False,,True,False,False,False
74117,Apollo 17,Breccia,Regolith,3.69,80.054,3,LRV-5,"light gray, friable, unstudied",False,0,0,False,,True,False,False,False
74118,Apollo 17,Breccia,Regolith,3.59,60.446,3,LRV-5,"light gray, friable, unstudied",False,0,0,False,,True,False,False,False
74119,Apollo 17,Breccia,Regolith,1.79,100.0,3,LRV-5,"light gray, friable, unstudied",False,0,0,False,,False,False,False,False
74120,Apollo 17,Soil,Unsieved,124.1,100.2,3,LRV-6,"Fines, Unsieved",False,0,0,False,,False,False,False,False
74121,Apollo 17,Soil,<1 mm,252.0,92.46,3,LRV-6,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/74121.pdf,True,False,False,False
74122,Apollo 17,Soil,1-2 mm,6.65,96.241,3,LRV-6,"Fines, 1-2MM",False,0,0,False,,True,False,False,False
74123,Apollo 17,Soil,2-4 mm,2.73,100.0,3,LRV-6,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
74124,Apollo 17,Soil,4-10 mm,0.39,100.0,3,LRV-6,"3 fragments from 74120, see apollo 17 coarse fines (4-10mm) catalog",True,3,3,False,,False,False,False,False
74220,Apollo 17,Soil,Unsieved,1171.0,85.895,4,SHORTY CRATER,"Fines, Unsieved",True,9,9,True,https://curator.jsc.nasa.gov/lunar/lsc/74220.pdf,True,False,False,False
74221,Apollo 17,Soil,<1 mm,7.77,78.404,4,SHORTY CRATER,"Fines, < 1MM",False,0,0,False,,False,False,False,False
74222,Apollo 17,Soil,1-2 mm,0.08,100.0,4,SHORTY CRATER,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
74223,Apollo 17,Soil,2-4 mm,0.17,100.0,4,SHORTY CRATER,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
74224,Apollo 17,Soil,4-10 mm,0.98,100.0,4,SHORTY CRATER,"70 fragments from 74240, see apollo 17 coarse fines (4-10mm) catalog",False,0,0,False,,False,False,False,False
74230,Apollo 17,Soil,Unsieved,0.7,88.57,4,SHORTY CRATER,,False,0,0,False,,False,False,False,False
74235,Apollo 17,Basalt,Ilmenite,59.04,75.698,4,,"A, very fine-grained, olivine microporphyritic, dendritic matrix",True,10,10,True,https://curator.jsc.nasa.gov/lunar/lsc/74235.pdf,True,False,False,False
74240,Apollo 17,Soil,Unsieved,544.9,93.761,4,SHORTY CRATER,"Fines, Unsieved",False,0,0,False,,True,False,False,False
74241,Apollo 17,Soil,<1 mm,307.3,81.209,4,SHORTY CRATER,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/74241.pdf,True,False,False,False
74242,Apollo 17,Soil,1-2 mm,22.5,90.618,4,SHORTY CRATER,"Fines, 1-2MM",False,0,0,False,,True,False,False,False
74243,Apollo 17,Soil,2-4 mm,27.67,92.808,4,SHORTY CRATER,"Fines, 2-4MM",False,0,0,False,,True,False,False,False
74244,Apollo 17,Soil,4-10 mm,21.95,96.96,4,SHORTY CRATER,"Fines, 4-10mm",True,7,7,False,,False,False,False,False
74245,Apollo 17,Basalt,Ilmenite,64.34,92.566,4,,"C, fine-grained, olivine microporphyritic, large vesicles, aphanitic matrix",True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/74245.pdf,True,False,False,False
74246,Apollo 17,Breccia,Regolith,28.81,80.75,4,SHORTY CRATER,"clod, friable, basalt clasts",True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/74246.pdf,True,False,False,False
74247,Apollo 17,Basalt,Ilmenite,7.761,86.78,4,,"C, fine-grained, olivine microporphyritic",True,4,4,False,,True,False,False,False
74248,Apollo 17,Basalt,Ilmenite,5.682,91.693,4,,"A, very fine-grained, olivine microporphyritic, vuggy",True,4,4,False,,True,False,False,False
74249,Apollo 17,Basalt,Ilmenite,4.183,94.741,4,,"A, very fine-grained, olivine microporphyritic, vesicular",True,4,4,False,,True,False,False,False
74250,Apollo 17,Soil,Unsieved,22.56,86.13,4,SHORTY CRATER,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/74250.pdf,False,False,False,False
74255,Apollo 17,Basalt,Ilmenite,737.3,58.224,4,,"C, medium-grained, intergranular, radiate, vuggy",True,65,65,True,https://curator.jsc.nasa.gov/lunar/lsc/74255.pdf,True,False,True,False
74260,Apollo 17,Soil,Unsieved,367.97,96.692,4,SHORTY CRATER,"Fines, Unsieved",False,0,0,False,,True,False,False,False
74261,Apollo 17,Soil,<1 mm,111.992,85.419,4,SHORTY CRATER,"Fines, < 1MM",False,0,0,False,,True,False,False,False
74262,Apollo 17,Soil,1-2 mm,5.667,95.588,4,SHORTY CRATER,"Fines, 1-2MM",False,0,0,False,,True,False,False,False
74263,Apollo 17,Soil,2-4 mm,4.757,100.0,4,SHORTY CRATER,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
74264,Apollo 17,Soil,4-10 mm,7.992,100.0,4,SHORTY CRATER,"Fines, 4-10mm",False,0,0,False,,False,False,False,False
74265,Apollo 17,Basalt,Unclassified,28.322,100.0,,,,False,0,0,False,,False,False,False,False
74270,Apollo 17,Soil,Unsieved,9.61,47.14,4,SHORTY CRATER,,False,0,0,False,,False,False,False,False
74275,Apollo 17,Basalt,Ilmenite,1493.0,85.987,4,,"C, fine-grained, olivine microporphyritic, vugs and vesicles",True,50,50,True,https://curator.jsc.nasa.gov/lunar/lsc/74275.pdf,True,False,False,False
74285,Apollo 17,Basalt,Ilmenite,2.212,70.931,4,,"C, fine-grained, olivine microporphyritic, radiate, vuggy",True,4,4,False,,True,False,False,False
74286,Apollo 17,Basalt,Ilmenite,2.102,56.18,4,,"A, fine-grained, pyroxene microporphyritic, radiate",True,4,4,False,,True,False,False,False
74287,Apollo 17,Basalt,Ilmenite,1.568,58.163,4,,"C, fine-grained, olivine microporphyritic, radiate, vuggy",True,4,4,False,,True,False,False,False
75010,Apollo 17,Soil,Unsieved,9.25,87.68,5,,,False,0,0,False,,False,False,False,False
75015,Apollo 17,Basalt,Ilmenite,1006.0,59.884,5,,"A, medium-grained, ophitic, vuggy",True,71,71,True,https://curator.jsc.nasa.gov/lunar/lsc/75015.pdf,True,False,True,False
75030,Apollo 17,Soil,Unsieved,2.63,90.87,5,,,False,0,0,False,,False,False,False,False
75035,Apollo 17,Basalt,Ilmenite,1235.0,90.29,5,,"unclassified, fine to medium-grained, subophitic, vuggy",True,53,53,True,https://curator.jsc.nasa.gov/lunar/lsc/75035.pdf,True,False,False,False
75050,Apollo 17,Soil,Unsieved,2.5,0.0,5,,,False,0,0,False,,False,False,False,False
75055,Apollo 17,Basalt,Ilmenite,949.4,91.144,5,,"A, fine to medium-grained, intergranular to subophitic, vuggy",True,26,26,True,https://curator.jsc.nasa.gov/lunar/lsc/75055.pdf,True,False,False,False
75060,Apollo 17,Soil,Unsieved,0.527,75.9,5,CAMELOT CRATER,,False,0,0,False,,False,False,False,False
75061,Apollo 17,Soil,<1 mm,157.9,89.778,5,CAMELOT CRATER,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/75061.pdf,True,False,False,False
75062,Apollo 17,Soil,1-2 mm,8.52,93.181,5,CAMELOT CRATER,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
75063,Apollo 17,Soil,2-4 mm,6.28,95.06,5,CAMELOT CRATER,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
75064,Apollo 17,Soil,4-10 mm,11.63,98.68,5,CAMELOT CRATER,"34 fragments from 75060, see apollo 17 coarse fines (4-10mm) catalog",True,3,3,False,,False,False,False,False
75065,Apollo 17,Basalt,Ilmenite,1.263,18.21,5,,"A, fine to medium-grained, plagioclase poikilitic, vuggy",True,4,4,False,,True,False,False,False
75066,Apollo 17,Breccia,Regolith,0.98,74.49,5,,"glass rich, unstudied",True,4,4,False,,False,False,False,False
75070,Apollo 17,Soil,Unsieved,7.26,59.5,5,,,False,0,0,False,,False,False,False,False
75075,Apollo 17,Basalt,Ilmenite,1008.0,88.963,5,,"B1, medium-grained, intergranular to subophitic, radiate, vuggy",True,53,53,True,https://curator.jsc.nasa.gov/lunar/lsc/75075.pdf,True,False,False,False
75080,Apollo 17,Soil,Unsieved,524.2,92.507,5,CAMELOT CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
75081,Apollo 17,Soil,<1 mm,932.4,74.59,5,CAMELOT CRATER,"Fines, < 1MM",True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/75081.pdf,True,False,False,False
75082,Apollo 17,Soil,1-2 mm,38.92,88.083,5,CAMELOT CRATER,"Fines, 1-2MM",False,0,0,False,,True,False,False,False
75083,Apollo 17,Soil,2-4 mm,30.88,81.801,5,CAMELOT CRATER,"Fines, 2-4MM",False,0,0,False,,True,False,False,False
75084,Apollo 17,Soil,4-10 mm,23.31,96.68,5,CAMELOT CRATER,"81 fragments from 75080, see apollo 17 coarse fines (4-10mm) catalog",True,8,8,False,,True,False,False,False
75085,Apollo 17,Basalt,Ilmenite,4.298,91.671,5,,"U?, medium-grained, intergranular to subophitic, vuggy",True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/75085.pdf,True,False,False,False
75086,Apollo 17,Basalt,Ilmenite,2.323,62.29,5,,"A, medium-grained, plagioclase poikilitic, vuggy",True,4,4,False,,True,False,False,False
75087,Apollo 17,Basalt,Ilmenite,2.321,60.53,5,,"A, medium-grained, subophitic, plagioclase poikilitic, vuggy glass coated",True,4,4,False,,True,False,False,False
75088,Apollo 17,Basalt,Ilmenite,1.992,88.956,5,,"unclassified, fine-grained, olivine microporphyritic, radiate",True,4,4,False,,True,False,False,False
75089,Apollo 17,Basalt,Ilmenite,1.718,84.983,5,,"unclassified, fine-grained, intergranular, radiate",True,4,4,False,,True,False,False,False
75110,Apollo 17,Soil,Unsieved,122.5,98.47,5,VICTORY CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
75111,Apollo 17,Soil,<1 mm,235.0,97.23,5,VICTORY CRATER,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/75111.pdf,True,False,False,False
75112,Apollo 17,Soil,1-2 mm,10.2,97.55,5,VICTORY CRATER,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
75113,Apollo 17,Soil,2-4 mm,6.76,100.0,5,VICTORY CRATER,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
75114,Apollo 17,Soil,4-10 mm,6.87,98.4,5,VICTORY CRATER,"28 fragments from 75110, see apollo 17 coarse fines (4-10mm) catalog",True,6,6,False,,False,False,False,False
75115,Apollo 17,Basalt,Ilmenite,2.6,90.0,5,,"C, fine-grained, intergranular, radiate, vuggy",True,2,2,False,,True,False,False,False
75120,Apollo 17,Soil,Unsieved,126.6,96.84,5,HORATIO CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
75121,Apollo 17,Soil,<1 mm,240.3,96.354,5,HORATIO CRATER,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/75121.pdf,True,False,False,False
75122,Apollo 17,Soil,1-2 mm,5.208,86.56,5,HORATIO CRATER,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
75123,Apollo 17,Soil,2-4 mm,2.147,100.0,5,HORATIO CRATER,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
75124,Apollo 17,Soil,4-10 mm,0.956,100.0,5,HORATIO CRATER,"basalt fragments from 75120, not in apollo 17 coarse fines catalog",True,2,2,False,,False,False,False,False
76001,Apollo 17,Core,Unsieved,711.6,76.861,6,NORTH MASSIF,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/76001.pdf,True,False,False,False
76010,Apollo 17,Soil,Unsieved,20.31,0.0,6,EVA-3,,False,0,0,False,,False,False,False,False
76015,Apollo 17,Breccia,Impact Melt,2819.0,83.002,6,Boulder 6,"impact melt, vesicular, micropoikilitic, clast poor",True,101,101,True,https://curator.jsc.nasa.gov/lunar/lsc/76015.pdf,True,False,True,False
76030,Apollo 17,Soil,Unsieved,16.06,80.95,6,,,False,0,0,False,,False,False,False,False
76031,Apollo 17,Soil,<1 mm,152.6,99.598,6,,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/76031.pdf,True,False,False,False
76032,Apollo 17,Soil,1-2 mm,5.71,100.0,6,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
76033,Apollo 17,Soil,2-4 mm,4.58,100.0,6,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
76034,Apollo 17,Soil,4-10 mm,2.01,77.612,6,,"12 fragments from 76030, see apollo 17 coarse fines (4-10mm) catalog",True,8,8,False,,True,False,False,False
76035,Apollo 17,Breccia,Impact Melt,376.2,98.561,6,,"aphanitic, clast rich, polymict",True,25,25,True,https://curator.jsc.nasa.gov/lunar/lsc/76035.pdf,True,False,False,False
76036,Apollo 17,Breccia,Impact Melt,3.95,100.0,6,,"aphanitic, clast rich, polymict",True,2,2,False,,False,False,False,False
76037,Apollo 17,Basalt,Ilmenite,2.52,88.29,6,,"B1, medium-grained, intergranular to subophitic, radiate, vuggy",True,2,2,False,,True,False,False,False
76055,Apollo 17,Breccia,Impact Melt,6412.0,95.426,6,,"aphanitic, clast medium, polymict",True,57,57,True,https://curator.jsc.nasa.gov/lunar/lsc/76055.pdf,True,False,True,False
76120,Apollo 17,Soil,Unsieved,107.0,99.63,6,LRV-9,"Fines, Unsieved",False,0,0,False,,False,False,False,False
76121,Apollo 17,Soil,<1 mm,188.1,99.111,6,LRV-9,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/76121.pdf,False,False,False,False
76122,Apollo 17,Soil,1-2 mm,4.72,100.0,6,LRV-9,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
76123,Apollo 17,Soil,2-4 mm,2.49,100.0,6,LRV-9,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
76124,Apollo 17,Soil,4-10 mm,1.61,79.503,6,LRV-9,"19 fragments from 76120, see apollo 17 coarse fines (4-10mm) catalog",True,3,3,False,,False,False,False,False
76130,Apollo 17,Soil,Unsieved,19.57,83.85,6,LRV-10,,False,0,0,False,,False,False,False,False
76131,Apollo 17,Soil,<1 mm,146.1,98.9,6,LRV-10,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/76131.pdf,True,False,False,False
76132,Apollo 17,Soil,1-2 mm,6.79,100.0,6,LRV-10,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
76133,Apollo 17,Soil,2-4 mm,5.21,100.0,6,LRV-10,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
76134,Apollo 17,Soil,4-10 mm,3.1,93.419,6,LRV-10,"13 fragments from 76130, see apollo 17 coarse fines (4-10mm) catalog",True,5,5,False,,True,False,False,False
76135,Apollo 17,Breccia,Impact Melt,133.5,95.41,6,LRV-10,"poikilitic, vesicular, clast medium, polymict",True,42,42,True,https://curator.jsc.nasa.gov/lunar/lsc/76135.pdf,True,False,False,False
76136,Apollo 17,Basalt,Ilmenite,86.6,97.969,6,LRV-10,"A, fine-grained, intergranular, radiate, vuggy",True,38,38,True,https://curator.jsc.nasa.gov/lunar/lsc/76136.pdf,True,False,False,False
76137,Apollo 17,Breccia,Impact Melt,2.96,88.13,6,LRV-10,"poikilitic, vesicular, clast poor, polymict",True,2,2,False,,True,False,False,False
76210,Apollo 17,Soil,Unsieved,2.74,34.67,6,,,False,0,0,False,,False,False,False,False
76215,Apollo 17,Breccia,Impact Melt,643.9,92.508,6,Boulder 6,"micropoikilitic, vesicular, clast poor",True,59,59,True,https://curator.jsc.nasa.gov/lunar/lsc/76215.pdf,True,False,False,False
76220,Apollo 17,Soil,Unsieved,196.7,99.64,6,NORTH MASSIF,"Fines, Unsieved",False,0,0,False,,False,False,False,False
76221,Apollo 17,Soil,<1 mm,390.4,99.525,6,,"Fines, < 1MM",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/76221.pdf,False,False,False,False
76222,Apollo 17,Soil,1-2 mm,13.65,98.16,6,,"Fines, 1-2MM",False,0,0,False,,False,False,False,False
76223,Apollo 17,Soil,2-4 mm,8.26,100.0,6,,"Fines, 2-4MM",False,0,0,False,,False,False,False,False
